bill_id,account_id,adjustment_id,adjustment_type_cd,amount
528282,301850,103,WRITE_OFF,13.24
512991,300847,104,DR,6.57
527892,301822,105,PROMO,-34.62
523705,301542,106,PROMO,-9.36
517942,301166,107,CR,-20.37
519561,301273,108,PROMO,-19.33
524308,301582,109,PROMO,-50.89
533589,302202,110,PROMO,-81.04
510060,300660,111,CR,-73.17
515653,301016,112,DR,74.11
536590,302394,113,DR,52.15
506655,300435,114,DR,76.52
502704,300181,115,PROMO,-84.19
505529,300362,116,CR,-67.41
503457,300231,117,DR,82.47
529493,301931,118,CR,-8.11
521612,301404,119,DR,38.95
530021,301968,120,DR,45.86
515103,300981,121,CR,-69.5
512369,300809,122,DR,29.24
528543,301867,123,DR,44.48
517638,301146,124,CR,-76.6
532321,302120,125,CR,-71.31
511899,300776,126,PROMO,-54.74
535007,302291,127,PROMO,-57.33
508846,300580,128,DR,71.49
518442,301201,129,PROMO,-71.94
531744,302079,130,CR,-46.81
523854,301553,131,CR,-68.94
537954,302491,132,DR,37.46
519843,301293,133,DR,78.2
522662,301477,134,CR,-17.69
529866,301957,135,CR,-23.32
519230,301253,136,CR,-15.33
523552,301534,137,DR,79.05
509444,300619,138,CR,-86.23
511344,300742,139,CR,-73.91
522704,301480,140,CR,-23.88
505739,300377,141,CR,-9.1
504949,300326,142,CR,-67.01
523808,301551,143,PROMO,-33.24
519392,301263,144,CR,-64.51
533316,302187,145,PROMO,-43.9
532901,302157,146,WRITE_OFF,51.87
531891,302088,147,PROMO,-57.06
525917,301691,148,CR,-19.51
518157,301183,149,CR,-67.58
532120,302103,150,CR,-87.6
515961,301042,151,PROMO,-73.67
506246,300408,152,DR,21.5
525761,301677,153,PROMO,-47.14
518486,301204,154,PROMO,-60.2
503841,300255,155,WRITE_OFF,22.05
523714,301544,156,CR,-79.83
522728,301482,157,PROMO,-41.44
510424,300682,158,CR,-61.71
534596,302264,159,CR,-26.22
527840,301819,160,DR,2.39
522217,301443,161,PROMO,-52.86
503676,300244,162,PROMO,-42.11
513712,300895,163,PROMO,-86.14
538297,301045,164,CR,-24.79
533759,302212,165,DR,65.16
508014,300523,166,CR,-21.94
511806,300771,167,DR,22.38
523297,301518,168,DR,60.66
503908,300260,169,CR,-42.43
503699,300246,170,DR,36.42
512508,300817,171,PROMO,-37.48
514995,300975,172,CR,-28.45
526559,301733,173,WRITE_OFF,37.69
524613,301601,174,DR,88.42
524527,301596,175,CR,-19.36
522010,301429,176,DR,83.68
534066,302232,177,CR,-20.94
505038,300331,178,DR,54.03
515392,300999,179,DR,60.72
511339,300742,180,PROMO,-5.97
500331,300024,181,WRITE_OFF,60.15
526945,301759,182,CR,-51.66
509155,300600,183,CR,-26.75
532906,302157,184,PROMO,-84.5
534399,302252,185,CR,-85.3
514063,300915,186,CR,-44.32
528456,301861,187,PROMO,-11.15
511848,300774,188,DR,55.71
537751,302476,189,CR,-58.72
536507,302389,190,DR,42.15
525700,301673,191,CR,-70.46
526437,301726,192,PROMO,-10.72
517176,301118,193,PROMO,-46.59
517991,301171,194,CR,-8.6
517535,301140,195,DR,80.92
530555,302003,196,PROMO,-69.73
527956,301827,197,CR,-65.79
519738,301287,198,DR,69.5
505389,300353,199,DR,42.85
536890,302418,200,PROMO,-45.76
530523,302001,201,PROMO,-11.21
531158,302040,202,PROMO,-31.66
505984,300391,203,PROMO,-33.88
517642,301146,204,WRITE_OFF,51.05
520155,301313,205,PROMO,-60.64
516239,301059,206,CR,-67.2
536153,302368,207,CR,-56.74
502860,300190,208,DR,55.36
536558,302391,209,DR,10.06
512573,300821,210,CR,-89.52
527575,301799,211,CR,-30.58
509321,300609,212,CR,-32.58
511013,300721,213,WRITE_OFF,71.4
503936,300261,214,CR,-56.82
500214,300014,215,PROMO,-48.45
516060,301050,216,DR,10.49
526390,301724,217,DR,49.69
503273,300219,218,CR,-41.38
516704,301089,219,PROMO,-24.45
500682,300047,220,DR,18.15
525683,301673,221,CR,-20.05
529693,301946,222,PROMO,-80.04
500808,300055,223,WRITE_OFF,34.86
527086,301768,224,DR,33.7
533295,302185,225,PROMO,-28.58
538242,300653,226,CR,-3.52
520278,301321,227,DR,2.32
501733,300116,228,WRITE_OFF,68.42
537344,302450,229,WRITE_OFF,71.96
512788,300834,230,PROMO,-9.18
532509,302130,231,CR,-43.8
518844,301226,232,CR,-36.33
531235,302048,233,PROMO,-80.93
534254,302243,234,WRITE_OFF,63.85
509341,300610,235,DR,37.67
527454,301792,236,PROMO,-69.03
511015,300722,237,CR,-11.82
536454,302386,238,PROMO,-83.59
531627,302072,239,PROMO,-52.76
535468,302321,240,DR,25.01
519110,301246,241,WRITE_OFF,23.64
531082,302036,242,CR,-21.37
518676,301216,243,PROMO,-53.49
536737,302406,244,PROMO,-79.35
516001,301045,245,PROMO,-57.39
532016,302095,246,DR,18.97
505655,300371,247,CR,-35.2
525074,301631,248,CR,-49.86
520877,301358,249,CR,-63.02
530663,302010,250,PROMO,-80.0
513026,300849,251,WRITE_OFF,41.81
516426,301070,252,PROMO,-30.51
526352,301719,253,CR,-19.35
519613,301276,254,CR,-28.12
525909,301690,255,WRITE_OFF,58.57
536134,302367,256,DR,58.58
518029,301175,257,WRITE_OFF,65.92
518826,301224,258,CR,-33.6
529094,301904,259,CR,-19.81
533618,302204,260,CR,-63.25
500747,300051,261,DR,21.95
509734,300637,262,CR,-41.84
508132,300529,263,PROMO,-63.44
537163,302437,264,DR,33.9
506618,300432,265,CR,-53.19
503895,300259,266,CR,-12.76
508448,300552,267,CR,-63.72
533525,302199,268,CR,-73.56
536070,302363,269,CR,-39.25
518321,301193,270,CR,-54.48
528154,301842,271,DR,79.34
525421,301653,272,PROMO,-41.56
536954,302423,273,DR,21.5
503394,300228,274,DR,71.66
518734,301219,275,PROMO,-33.69
525506,301661,276,CR,-28.13
530945,302027,277,WRITE_OFF,74.27
525602,301666,278,DR,14.14
532499,302130,279,PROMO,-72.27
513286,300865,280,PROMO,-54.57
505231,300343,281,PROMO,-85.79
531863,302086,282,CR,-83.91
502149,300142,283,CR,-69.38
535683,302336,284,WRITE_OFF,26.22
509005,300591,285,DR,48.74
529823,301954,286,DR,83.74
510549,300691,287,CR,-27.72
506777,300443,288,PROMO,-78.67
506455,300423,289,DR,3.08
500561,300040,290,PROMO,-32.56
512091,300787,291,CR,-14.08
526826,301750,292,PROMO,-81.54
524040,301565,293,CR,-43.71
519386,301262,294,PROMO,-74.61
531094,302037,295,CR,-39.46
515924,301040,296,PROMO,-29.66
535409,302317,297,CR,-52.78
525094,301632,298,CR,-48.15
505656,300371,299,CR,-62.64
521028,301366,300,CR,-29.42
502995,300198,301,PROMO,-16.73
515591,301012,302,PROMO,-76.2
521735,301411,303,CR,-37.49
537655,302470,304,DR,57.55
533864,302219,305,PROMO,-15.59
504416,300293,306,CR,-76.6
506206,300406,307,CR,-11.68
510089,300663,308,WRITE_OFF,19.52
517139,301116,309,CR,-51.85
507699,300502,310,PROMO,-75.56
526169,301707,311,DR,55.94
520778,301352,312,DR,41.73
503569,300238,313,CR,-46.78
507443,300485,314,PROMO,-60.32
504842,300320,315,PROMO,-55.96
504819,300319,316,PROMO,-83.55
527862,301820,317,CR,-43.48
500159,300010,318,DR,60.89
527381,301788,319,PROMO,-45.64
519959,301301,320,CR,-10.43
522229,301444,321,DR,3.1
502059,300135,322,CR,-74.11
511228,300736,323,PROMO,-78.41
516847,301097,324,DR,29.75
536216,302372,325,DR,48.93
526301,301716,326,PROMO,-13.02
536052,302362,327,CR,-46.25
523129,301508,328,DR,78.12
534931,302286,329,PROMO,-76.96
525601,301666,330,CR,-78.68
501958,300128,331,PROMO,-57.81
527817,301817,332,DR,67.12
521337,301385,333,CR,-38.73
530360,301991,334,PROMO,-35.7
504058,300269,335,DR,86.01
524487,301594,336,CR,-5.09
507176,300467,337,DR,74.57
512566,300821,338,WRITE_OFF,36.93
535086,302296,339,PROMO,-30.21
532836,302152,340,DR,45.91
528958,301896,341,CR,-53.5
503368,300226,342,PROMO,-32.24
527594,301800,343,WRITE_OFF,27.47
536571,302392,344,WRITE_OFF,58.27
517229,301122,345,PROMO,-9.09
507431,300485,346,DR,63.32
535622,302333,347,CR,-3.79
523386,301523,348,PROMO,-27.0
513907,300907,349,DR,81.74
502895,300192,350,WRITE_OFF,15.18
516712,301089,351,CR,-15.55
506388,300418,352,PROMO,-38.3
536189,302371,353,PROMO,-30.13
502364,300155,354,CR,-44.97
535549,302326,355,DR,24.01
505734,300377,356,CR,-19.51
525894,301690,357,DR,37.34
503118,300208,358,CR,-19.92
534095,302234,359,DR,68.38
516446,301071,360,PROMO,-42.9
512716,300830,361,PROMO,-27.86
537156,302437,362,WRITE_OFF,20.09
531875,302087,363,CR,-71.61
534119,302235,364,PROMO,-83.95
508439,300551,365,PROMO,-60.78
530884,302023,366,CR,-78.65
500175,300012,367,CR,-41.66
527730,301810,368,CR,-55.31
517022,301110,369,DR,51.29
503216,300216,370,CR,-81.14
508720,300571,371,CR,-23.36
508048,300525,372,DR,63.54
515957,301041,373,DR,23.39
528255,301848,374,PROMO,-33.22
509631,300631,375,DR,67.38
536092,302365,376,PROMO,-88.46
518334,301194,377,CR,-78.24
521447,301392,378,CR,-9.02
521010,301365,379,PROMO,-68.37
511121,300728,380,PROMO,-16.59
506111,300401,381,CR,-82.83
517711,301151,382,CR,-37.52
528405,301858,383,CR,-86.02
520086,301309,384,PROMO,-84.78
502694,300180,385,CR,-82.09
528253,301848,386,CR,-29.51
515337,300996,387,CR,-80.36
527616,301803,388,CR,-86.11
507143,300465,389,DR,38.65
523508,301530,390,CR,-7.01
509223,300604,391,CR,-26.41
507605,300494,392,PROMO,-17.99
502747,300184,393,CR,-67.88
504399,300292,394,CR,-72.01
516395,301068,395,CR,-81.62
523859,301554,396,CR,-65.6
507295,300476,397,CR,-34.15
536820,302412,398,WRITE_OFF,66.01
503619,300241,399,CR,-43.77
537531,302462,400,PROMO,-54.74
501015,300067,401,CR,-71.9
511577,300757,402,DR,68.87
519489,301268,403,PROMO,-70.3
512723,300830,404,CR,-29.52
523436,301526,405,CR,-63.38
504712,300312,406,PROMO,-52.24
509260,300606,407,CR,-17.18
516382,301068,408,CR,-57.41
536083,302363,409,CR,-17.51
536492,302388,410,DR,46.67
535997,302358,411,DR,23.75
503519,300235,412,PROMO,-64.97
505949,300389,413,CR,-33.96
520889,301358,414,CR,-87.51
516679,301087,415,CR,-4.49
529820,301954,416,CR,-60.57
512416,300811,417,PROMO,-29.14
537995,302494,418,DR,60.97
518425,301200,419,CR,-27.2
537912,302488,420,DR,9.13
518907,301233,421,CR,-26.54
527903,301822,422,DR,16.38
515107,300981,423,CR,-61.75
504132,300274,424,CR,-26.13
523418,301525,425,PROMO,-70.83
535295,302311,426,CR,-86.65
527898,301822,427,CR,-20.22
521539,301398,428,PROMO,-84.67
521113,301371,429,DR,30.6
535116,302299,430,CR,-73.3
535009,302291,431,PROMO,-27.0
502625,300174,432,DR,57.09
532250,302115,433,DR,56.0
520974,301363,434,DR,59.01
506190,300405,435,DR,29.12
535823,302345,436,DR,3.77
517692,301150,437,CR,-76.47
516926,301103,438,CR,-80.0
504009,300266,439,PROMO,-19.34
514333,300932,440,DR,83.14
500778,300053,441,WRITE_OFF,25.21
533118,302174,442,WRITE_OFF,66.48
531566,302068,443,CR,-83.93
537041,302430,444,PROMO,-48.54
518415,301199,445,CR,-26.68
534696,302269,446,DR,45.01
529060,301902,447,CR,-32.78
510227,300670,448,CR,-64.96
529531,301933,449,CR,-8.4
519574,301273,450,PROMO,-87.22
517847,301160,451,CR,-15.87
531836,302085,452,CR,-20.2
514601,300948,453,DR,26.03
529814,301954,454,CR,-73.87
536133,302367,455,CR,-77.61
518023,301175,456,DR,44.0
520796,301353,457,CR,-24.9
507610,300495,458,CR,-25.97
502896,300192,459,CR,-58.58
518400,301199,460,CR,-13.33
527680,301806,461,WRITE_OFF,78.69
518364,301196,462,PROMO,-65.01
519140,301247,463,CR,-83.48
509165,300601,464,CR,-48.51
506689,300437,465,DR,58.03
520225,301318,466,CR,-67.48
515897,301035,467,CR,-34.08
529654,301942,468,CR,-69.57
509878,300649,469,DR,20.46
510082,300661,470,CR,-81.98
508853,300581,471,PROMO,-31.37
535236,302308,472,DR,16.77
504905,300323,473,PROMO,-81.86
529515,301932,474,PROMO,-57.0
517345,301129,475,PROMO,-13.55
514232,300926,476,CR,-44.66
503477,300233,477,DR,44.19
507585,300493,478,DR,45.87
507855,300511,479,CR,-68.34
508589,300562,480,WRITE_OFF,10.49
511966,300780,481,CR,-70.22
526591,301735,482,PROMO,-21.91
535128,302301,483,DR,65.64
527239,301779,484,DR,19.04
530094,301972,485,CR,-2.12
509585,300627,486,CR,-3.85
514198,300924,487,CR,-51.5
501599,300105,488,WRITE_OFF,54.73
506174,300404,489,CR,-73.22
535712,302338,490,CR,-82.68
503524,300235,491,WRITE_OFF,23.45
508762,300574,492,CR,-84.74
512106,300788,493,CR,-78.28
508157,300531,494,CR,-46.93
532091,302100,495,PROMO,-38.29
537767,302477,496,CR,-54.35
504950,300326,497,PROMO,-48.0
511326,300741,498,CR,-61.38
533761,302212,499,CR,-10.66
524637,301602,500,CR,-32.79
500793,300054,501,PROMO,-37.76
510844,300710,502,CR,-87.95
516453,301072,503,PROMO,-36.25
507961,300518,504,CR,-66.16
536398,302382,505,CR,-4.09
537168,302438,506,DR,27.41
502401,300157,507,DR,8.33
529392,301923,508,PROMO,-5.67
503101,300206,509,CR,-55.95
523713,301544,510,CR,-25.48
533034,302167,511,DR,65.32
512344,300807,512,WRITE_OFF,2.72
515227,300989,513,CR,-4.25
525567,301664,514,PROMO,-14.78
529061,301902,515,DR,5.84
512282,300803,516,PROMO,-15.66
514668,300952,517,CR,-19.17
516703,301088,518,CR,-27.42
508564,300560,519,DR,56.72
532621,302139,520,DR,60.34
514434,300938,521,DR,67.17
504263,300283,522,CR,-2.14
513556,300883,523,CR,-17.47
523433,301526,524,WRITE_OFF,80.43
501006,300066,525,PROMO,-43.49
516430,301070,526,PROMO,-5.38
527160,301772,527,PROMO,-65.1
503548,300237,528,WRITE_OFF,29.42
527045,301766,529,DR,73.51
528874,301890,530,PROMO,-46.25
504353,300289,531,CR,-5.92
512923,300843,532,CR,-56.31
517748,301153,533,PROMO,-5.78
536508,302389,534,WRITE_OFF,60.38
522602,301472,535,CR,-3.05
521152,301373,536,PROMO,-12.17
534752,302274,537,DR,22.89
504795,300317,538,CR,-42.84
532917,302158,539,CR,-56.86
503896,300259,540,CR,-12.21
503508,300234,541,CR,-89.81
524116,301569,542,PROMO,-86.23
534219,302242,543,WRITE_OFF,56.22
534529,302260,544,DR,34.03
537191,302439,545,CR,-24.0
529171,301909,546,CR,-34.96
533232,302181,547,CR,-41.27
531144,302040,548,PROMO,-79.05
530466,301998,549,CR,-74.42
502734,300183,550,CR,-82.81
505162,300338,551,CR,-82.99
530036,301969,552,PROMO,-63.62
526771,301746,553,PROMO,-17.2
520385,301328,554,CR,-57.01
520001,301303,555,PROMO,-3.28
507019,300456,556,CR,-87.67
522799,301486,557,CR,-18.03
501289,300086,558,CR,-57.22
523355,301521,559,DR,88.45
510211,300669,560,DR,63.7
506835,300446,561,DR,31.07
521610,301404,562,CR,-87.66
525962,301695,563,PROMO,-70.76
533079,302171,564,DR,34.18
529114,301905,565,CR,-35.45
511561,300756,566,CR,-58.76
520777,301352,567,PROMO,-45.84
532490,302129,568,DR,41.07
528241,301847,569,CR,-29.69
532862,302154,570,CR,-45.11
527218,301777,571,DR,2.6
506471,300424,572,PROMO,-34.88
508905,300584,573,DR,56.41
519373,301262,574,PROMO,-80.54
519015,301239,575,CR,-47.89
519499,301269,576,PROMO,-41.33
518671,301215,577,CR,-13.07
506043,300395,578,CR,-41.32
531619,302072,579,CR,-83.86
511684,300763,580,PROMO,-11.07
530565,302004,581,CR,-37.37
512003,300783,582,PROMO,-49.02
536284,302376,583,CR,-24.82
510183,300668,584,DR,75.66
533656,302207,585,PROMO,-69.83
524951,301623,586,DR,6.16
531322,302052,587,CR,-6.11
522590,301471,588,PROMO,-88.72
537038,302429,589,CR,-73.37
530455,301997,590,DR,41.97
525906,301690,591,PROMO,-72.98
502988,300197,592,CR,-87.48
521699,301409,593,DR,8.66
517641,301146,594,PROMO,-26.33
509492,300622,595,PROMO,-18.76
507515,300489,596,CR,-32.87
521617,301404,597,PROMO,-77.64
507926,300515,598,DR,35.61
507341,300480,599,CR,-19.07
513027,300849,600,WRITE_OFF,23.97
517543,301141,601,PROMO,-78.65
513941,300909,602,DR,53.66
510574,300693,603,CR,-83.79
507409,300483,604,CR,-34.71
531155,302040,605,DR,56.01
500661,300046,606,CR,-15.14
533819,302216,607,DR,14.01
507561,300492,608,CR,-10.21
501247,300082,609,DR,11.23
530650,302010,610,DR,76.1
502216,300145,611,DR,12.41
514950,300973,612,CR,-63.8
529638,301941,613,WRITE_OFF,60.69
513551,300883,614,PROMO,-82.0
524895,301620,615,CR,-49.25
519632,301278,616,WRITE_OFF,79.62
531035,302033,617,CR,-20.63
509236,300605,618,DR,58.56
523754,301548,619,PROMO,-55.67
527007,301764,620,CR,-57.26
507051,300458,621,PROMO,-15.82
521622,301404,622,DR,30.12
535575,302328,623,CR,-7.07
531738,302078,624,DR,13.68
522869,301490,625,PROMO,-88.97
525181,301638,626,PROMO,-85.4
514068,300916,627,DR,68.56
509990,300656,628,CR,-53.73
534959,302287,629,PROMO,-73.78
515032,300977,630,DR,57.3
509925,300652,631,CR,-77.89
506117,300401,632,CR,-25.69
531650,302073,633,WRITE_OFF,57.51
509154,300600,634,DR,32.69
534825,302280,635,WRITE_OFF,56.38
508690,300569,636,PROMO,-5.26
525349,301648,637,DR,19.95
535910,302352,638,PROMO,-61.33
518216,301187,639,CR,-78.85
526897,301755,640,WRITE_OFF,12.11
531223,302047,641,DR,35.18
513752,300898,642,DR,16.12
526299,301716,643,PROMO,-15.71
537857,302484,644,PROMO,-59.36
521740,301411,645,PROMO,-57.21
533866,302219,646,WRITE_OFF,68.08
501004,300066,647,CR,-47.21
529495,301931,648,PROMO,-23.96
520212,301317,649,DR,78.88
537615,302468,650,PROMO,-69.06
525580,301665,651,PROMO,-19.82
500334,300024,652,DR,87.34
519491,301268,653,CR,-46.64
531183,302045,654,WRITE_OFF,79.31
504304,300285,655,DR,34.39
508567,300560,656,PROMO,-61.41
525808,301684,657,PROMO,-40.83
535439,302319,658,CR,-37.91
524559,301598,659,CR,-53.12
535142,302302,660,CR,-56.66
537307,302448,661,DR,74.6
535545,302326,662,DR,19.69
528791,301885,663,CR,-5.68
527365,301788,664,WRITE_OFF,70.97
504617,300305,665,DR,62.33
515864,301034,666,CR,-67.51
526988,301763,667,CR,-31.81
521297,301383,668,PROMO,-77.47
505405,300354,669,CR,-86.25
531548,302066,670,DR,53.62
515236,300989,671,CR,-49.76
522335,301453,672,CR,-5.9
502705,300181,673,PROMO,-57.47
527549,301798,674,DR,26.09
507218,300472,675,CR,-68.32
508540,300558,676,PROMO,-16.97
522667,301477,677,WRITE_OFF,9.41
507469,300487,678,PROMO,-41.72
501883,300124,679,CR,-50.61
523719,301546,680,PROMO,-73.39
537651,302470,681,DR,43.01
534473,302256,682,CR,-82.58
531084,302036,683,CR,-57.21
501591,300105,684,PROMO,-13.01
523281,301517,685,PROMO,-31.37
512686,300828,686,CR,-60.92
507784,300507,687,CR,-12.74
524440,301591,688,DR,29.57
532732,302147,689,DR,22.88
534891,302284,690,CR,-25.24
508213,300534,691,CR,-42.48
530050,301970,692,WRITE_OFF,23.01
504258,300283,693,DR,11.8
530183,301978,694,CR,-47.06
506907,300450,695,DR,42.1
501028,300067,696,CR,-85.35
531896,302088,697,PROMO,-77.9
506612,300432,698,PROMO,-67.97
537902,302488,699,CR,-55.18
518879,301230,700,PROMO,-42.76
519275,301256,701,CR,-44.04
518807,301223,702,PROMO,-20.25
502547,300167,703,DR,34.47
535933,302353,704,DR,56.23
503410,300228,705,CR,-16.5
511530,300754,706,PROMO,-65.69
509961,300654,707,WRITE_OFF,69.15
525658,301671,708,CR,-63.62
500730,300050,709,PROMO,-37.41
527315,301784,710,DR,4.71
508010,300521,711,CR,-79.15
520026,301306,712,CR,-25.65
514922,300971,713,DR,32.06
528066,301836,714,DR,4.68
511482,300751,715,CR,-78.0
535591,302330,716,CR,-45.07
514536,300943,717,DR,9.71
504627,300306,718,DR,73.74
506801,300444,719,PROMO,-17.58
521106,301371,720,PROMO,-5.16
523789,301550,721,DR,67.67
509728,300637,722,PROMO,-78.33
538046,302498,723,PROMO,-25.58
527568,301799,724,PROMO,-2.55
507866,300512,725,WRITE_OFF,27.88
505478,300359,726,DR,28.35
523152,301509,727,WRITE_OFF,56.47
501708,300112,728,PROMO,-72.64
516883,301099,729,WRITE_OFF,5.56
536680,302403,730,DR,79.03
500786,300053,731,PROMO,-26.58
500788,300053,732,PROMO,-33.8
507116,300462,733,DR,27.99
535797,302344,734,DR,15.77
530215,301981,735,PROMO,-10.0
509801,300644,736,WRITE_OFF,36.07
536051,302362,737,DR,89.3
529582,301936,738,CR,-17.7
521758,301413,739,PROMO,-36.06
504172,300277,740,CR,-68.08
526706,301742,741,PROMO,-61.27
512888,300841,742,CR,-5.71
532868,302155,743,DR,50.52
526686,301740,744,DR,11.46
516988,301108,745,CR,-39.89
535404,302317,746,CR,-36.88
516763,301093,747,PROMO,-70.35
507212,300471,748,PROMO,-71.29
536561,302392,749,PROMO,-62.61
536005,302359,750,PROMO,-42.23
511003,300721,751,DR,79.77
509579,300627,752,PROMO,-82.95
512492,300816,753,WRITE_OFF,19.4
522846,301488,754,PROMO,-20.29
504359,300289,755,DR,62.24
512858,300839,756,CR,-13.67
509424,300617,757,WRITE_OFF,23.17
534818,302278,758,DR,64.0
517615,301145,759,DR,47.29
536047,302361,760,WRITE_OFF,9.13
506233,300408,761,CR,-28.96
513744,300898,762,PROMO,-16.77
503910,300260,763,DR,20.14
513083,300853,764,DR,48.55
504111,300272,765,PROMO,-2.42
529789,301953,766,CR,-4.57
526685,301740,767,CR,-25.1
526226,301710,768,DR,12.28
507001,300455,769,DR,8.62
531142,302039,770,DR,26.03
517512,301139,771,CR,-67.63
529928,301963,772,CR,-76.82
509581,300627,773,DR,16.01
515148,300984,774,PROMO,-55.36
510563,300692,775,WRITE_OFF,39.64
523124,301508,776,WRITE_OFF,57.41
528935,301895,777,CR,-59.01
523081,301505,778,DR,29.1
504659,300309,779,WRITE_OFF,14.95
525963,301695,780,WRITE_OFF,49.11
514779,300958,781,CR,-74.2
519980,301302,782,WRITE_OFF,84.09
525023,301627,783,PROMO,-41.48
537813,302480,784,DR,54.83
501619,300106,785,PROMO,-83.45
501378,300091,786,CR,-63.3
523861,301554,787,CR,-61.86
525039,301629,788,DR,77.65
506292,300411,789,DR,21.39
520391,301328,790,PROMO,-27.07
505509,300361,791,PROMO,-31.17
521884,301420,792,CR,-41.31
525804,301684,793,CR,-51.77
500727,300050,794,PROMO,-52.95
529107,301905,795,PROMO,-9.23
520759,301351,796,PROMO,-45.86
529560,301935,797,CR,-89.22
516939,301104,798,DR,28.18
523604,301537,799,WRITE_OFF,19.4
504033,300268,800,DR,18.64
533922,302222,801,CR,-17.67
534976,302288,802,CR,-27.05
505261,300345,803,DR,71.58
528219,301846,804,CR,-79.64
515089,300980,805,WRITE_OFF,36.62
516283,301062,806,WRITE_OFF,14.79
531042,302034,807,DR,84.6
507576,300493,808,DR,18.6
534719,302272,809,DR,72.75
501906,300126,810,DR,28.16
504663,300309,811,CR,-49.78
514792,300961,812,CR,-15.57
528964,301896,813,CR,-23.18
533968,302224,814,CR,-85.98
516775,301093,815,WRITE_OFF,75.85
500731,300050,816,PROMO,-44.91
502028,300133,817,CR,-60.45
525015,301627,818,PROMO,-89.53
527873,301821,819,DR,51.16
527501,301795,820,WRITE_OFF,57.47
505527,300362,821,CR,-17.11
504158,300275,822,DR,82.52
507537,300491,823,CR,-49.88
516120,301053,824,PROMO,-68.56
520566,301339,825,WRITE_OFF,27.03
508397,300549,826,CR,-41.96
525095,301632,827,PROMO,-84.44
518859,301228,828,PROMO,-2.21
500699,300048,829,PROMO,-21.32
510679,300699,830,WRITE_OFF,27.17
511139,300729,831,CR,-58.89
517769,301154,832,CR,-25.23
532900,302157,833,PROMO,-44.26
