service_order_id,account_id,order_type_cd,created_timestamp,status_cd
900229,300274,REPAIR,2025-02-03 11:22:58,C
900230,302192,UPGRADE,2025-02-03 13:16:14,C
900231,301183,REPAIR,2025-02-03 17:29:51,C
900232,300979,DISCONNECT,2025-02-03 19:17:37,O
900233,301522,UPGRADE,2025-02-03 22:15:56,C
900234,300667,UPGRADE,2025-02-04 05:50:14,O
900235,300356,UPGRADE,2025-02-04 05:54:03,C
900236,302046,DISCONNECT,2025-02-04 09:17:25,C
900237,301297,REPAIR,2025-02-04 09:36:13,C
900238,300161,DISCONNECT,2025-02-04 10:03:58,C
900239,302109,DISCONNECT,2025-02-04 10:47:27,C
900240,301957,MOVE,2025-02-04 14:05:46,C
900241,300553,REPAIR,2025-02-04 18:20:22,C
900242,301391,MOVE,2025-02-05 04:11:06,C
900243,300725,REPAIR,2025-02-05 07:30:35,X
900244,302207,REPAIR,2025-02-05 09:55:36,C
900245,301082,REPAIR,2025-02-05 13:23:41,C
900246,301919,MOVE,2025-02-05 16:40:41,C
900247,300917,MOVE,2025-02-06 02:20:10,C
900248,300156,UPGRADE,2025-02-06 03:46:45,C
900249,300607,REPAIR,2025-02-06 06:23:53,C
900250,302186,REPAIR,2025-02-06 10:24:22,C
900251,302443,INSTALL,2025-02-06 11:12:42,C
900252,301325,DISCONNECT,2025-02-06 11:43:08,C
900253,300471,REPAIR,2025-02-06 21:08:12,C
900254,301751,REPAIR,2025-02-07 02:44:26,C
900255,301746,UPGRADE,2025-02-07 08:08:49,C
900256,302455,DISCONNECT,2025-02-07 12:20:44,O
900257,301355,UPGRADE,2025-02-07 12:46:06,C
900258,301184,INSTALL,2025-02-07 17:12:13,C
900259,301499,UPGRADE,2025-02-07 19:07:48,C
900260,302406,REPAIR,2025-02-07 19:37:36,C
900261,301770,REPAIR,2025-02-07 22:06:01,C
900262,300814,INSTALL,2025-02-08 09:24:56,C
900263,301754,DISCONNECT,2025-02-08 09:31:24,C
900264,301713,MOVE,2025-02-08 10:17:09,C
900265,301520,REPAIR,2025-02-08 15:50:01,C
900266,301530,MOVE,2025-02-08 17:19:26,C
900267,300982,UPGRADE,2025-02-08 20:32:06,C
900268,300643,INSTALL,2025-02-08 22:55:36,C
900269,302258,MOVE,2025-02-09 06:02:58,C
900270,300734,DISCONNECT,2025-02-09 07:54:46,O
900271,300372,REPAIR,2025-02-09 11:37:27,C
900272,300625,REPAIR,2025-02-09 17:10:26,O
900273,301189,UPGRADE,2025-02-09 23:17:12,C
900274,300009,REPAIR,2025-02-10 02:00:26,O
900275,301280,UPGRADE,2025-02-10 03:50:36,C
900276,301778,UPGRADE,2025-02-10 05:21:22,C
900277,302158,REPAIR,2025-02-10 13:16:09,X
900278,301446,REPAIR,2025-02-10 22:52:30,C
900279,302118,UPGRADE,2025-02-11 00:20:45,C
900280,302017,REPAIR,2025-02-11 04:10:29,C
900281,301875,UPGRADE,2025-02-11 06:42:14,C
900282,301867,DISCONNECT,2025-02-11 12:23:37,O
900283,302182,UPGRADE,2025-02-11 19:54:45,O
900284,301295,DISCONNECT,2025-02-12 12:34:31,C
900285,301769,INSTALL,2025-02-12 14:32:51,C
900286,301112,REPAIR,2025-02-12 17:01:10,C
900287,300818,UPGRADE,2025-02-12 17:21:04,C
900288,302060,MOVE,2025-02-13 02:16:14,O
900289,300265,UPGRADE,2025-02-13 08:41:53,C
900290,300286,REPAIR,2025-02-13 19:07:46,O
900291,302053,INSTALL,2025-02-13 23:39:28,C
900292,300443,INSTALL,2025-02-14 02:23:02,C
900293,301794,UPGRADE,2025-02-14 04:43:58,C
900294,301915,REPAIR,2025-02-14 05:34:41,C
900295,301035,REPAIR,2025-02-14 12:05:45,X
900296,301723,UPGRADE,2025-02-14 13:13:55,C
900297,301199,REPAIR,2025-02-14 13:42:38,C
900298,301191,UPGRADE,2025-02-14 16:47:16,C
900299,301968,UPGRADE,2025-02-15 02:24:48,C
900300,300410,DISCONNECT,2025-02-15 02:34:51,C
900301,302062,UPGRADE,2025-02-15 03:01:35,C
900302,301937,INSTALL,2025-02-15 04:33:20,C
900303,300586,REPAIR,2025-02-15 06:06:36,C
900304,301079,DISCONNECT,2025-02-15 06:59:49,C
900305,301627,REPAIR,2025-02-15 09:29:18,C
900306,301840,REPAIR,2025-02-15 15:22:48,C
900307,301586,MOVE,2025-02-15 17:45:41,C
900308,302368,INSTALL,2025-02-16 01:30:42,C
900309,301015,REPAIR,2025-02-16 04:12:27,C
900310,302122,UPGRADE,2025-02-16 07:48:42,C
900311,301749,DISCONNECT,2025-02-16 08:46:33,C
900312,300293,REPAIR,2025-02-16 08:49:23,C
900313,301504,REPAIR,2025-02-16 10:26:36,O
900314,301126,UPGRADE,2025-02-16 11:52:31,C
900315,302304,INSTALL,2025-02-16 20:48:59,C
900316,301710,INSTALL,2025-02-16 21:31:43,C
900317,301305,REPAIR,2025-02-16 22:31:58,C
900318,300706,INSTALL,2025-02-17 02:28:23,C
900319,301856,DISCONNECT,2025-02-17 15:01:57,O
900320,301659,INSTALL,2025-02-17 16:43:09,C
900321,300153,REPAIR,2025-02-17 18:50:09,C
900322,301860,REPAIR,2025-02-17 22:12:26,C
900323,301488,INSTALL,2025-02-17 22:49:06,C
900324,301718,REPAIR,2025-02-18 03:56:25,C
900325,300084,REPAIR,2025-02-18 08:25:47,C
900326,301930,INSTALL,2025-02-18 08:47:50,C
900327,300932,UPGRADE,2025-02-18 13:42:47,C
900328,302320,INSTALL,2025-02-18 15:33:22,C
900329,300527,INSTALL,2025-02-18 21:27:03,C
900330,300594,UPGRADE,2025-02-18 22:13:37,C
900331,301175,REPAIR,2025-02-18 22:43:51,O
900332,301489,REPAIR,2025-02-19 07:52:57,C
900333,301866,UPGRADE,2025-02-19 07:56:00,C
900334,302118,UPGRADE,2025-02-19 10:52:20,C
900335,301113,UPGRADE,2025-02-19 15:07:36,C
900336,300324,DISCONNECT,2025-02-19 17:02:50,C
900337,300938,REPAIR,2025-02-19 18:58:07,C
900338,301186,UPGRADE,2025-02-19 20:52:44,C
900339,300603,REPAIR,2025-02-19 22:53:54,X
900340,300320,INSTALL,2025-02-20 12:09:04,C
900341,302374,REPAIR,2025-02-20 21:50:05,C
900342,301412,REPAIR,2025-02-21 01:09:13,C
900343,301822,INSTALL,2025-02-21 02:04:58,O
900344,301678,REPAIR,2025-02-21 02:11:58,C
900345,302310,MOVE,2025-02-21 04:13:04,C
900346,301529,INSTALL,2025-02-21 08:25:51,C
900347,302383,INSTALL,2025-02-21 10:25:42,X
900348,300501,INSTALL,2025-02-21 21:58:18,C
900349,301874,REPAIR,2025-02-22 02:08:31,C
900350,300500,REPAIR,2025-02-22 06:01:38,C
900351,301406,UPGRADE,2025-02-22 09:04:14,C
900352,301073,REPAIR,2025-02-22 13:38:36,C
900353,301613,INSTALL,2025-02-22 17:36:22,X
900354,302334,REPAIR,2025-02-22 19:40:17,C
900355,300676,MOVE,2025-02-22 23:31:55,C
900356,301736,UPGRADE,2025-02-23 02:21:19,C
900357,301583,REPAIR,2025-02-23 02:55:37,C
900358,302221,INSTALL,2025-02-23 08:02:34,C
900359,300283,UPGRADE,2025-02-24 00:27:05,C
900360,301610,DISCONNECT,2025-02-24 08:12:33,O
900361,300086,MOVE,2025-02-24 15:38:16,X
900362,302031,REPAIR,2025-02-24 18:36:59,C
900363,302009,UPGRADE,2025-02-24 20:48:57,C
900364,300922,REPAIR,2025-02-25 03:20:43,C
900365,301069,REPAIR,2025-02-25 05:37:55,O
900366,301326,DISCONNECT,2025-02-25 10:41:11,C
900367,300417,REPAIR,2025-02-25 19:12:43,C
900368,300446,MOVE,2025-02-26 23:21:08,C
900369,301687,MOVE,2025-02-27 07:08:53,C
900370,302207,MOVE,2025-02-27 07:16:53,C
900371,301484,REPAIR,2025-02-27 11:06:15,C
900372,300967,REPAIR,2025-02-27 16:55:19,X
900373,300084,UPGRADE,2025-02-27 18:51:53,C
900374,301475,REPAIR,2025-02-27 20:18:06,C
900375,301290,UPGRADE,2025-02-28 00:21:53,C
900376,301192,REPAIR,2025-02-28 10:44:26,C
900377,301788,MOVE,2025-02-28 15:30:29,C
900378,301624,MOVE,2025-02-28 16:03:28,X
900379,301657,UPGRADE,2025-02-28 16:32:07,C
900380,302059,UPGRADE,2025-02-28 16:37:45,C
900381,301178,REPAIR,2025-02-28 17:27:34,C
900382,300321,REPAIR,2025-02-28 18:34:19,C
900383,301186,MOVE,2025-02-28 19:47:22,O
900384,301960,REPAIR,2025-02-28 21:22:48,C
900385,301978,REPAIR,2025-03-01 04:11:09,C
900386,300558,MOVE,2025-03-01 11:40:27,C
900387,302106,REPAIR,2025-03-01 17:25:49,C
900388,300534,REPAIR,2025-03-01 21:26:45,C
900389,301357,REPAIR,2025-03-02 01:59:17,O
900390,300346,REPAIR,2025-03-02 03:42:42,C
900391,300053,REPAIR,2025-03-02 04:50:49,X
900392,300639,INSTALL,2025-03-02 17:27:29,C
900393,300857,MOVE,2025-03-02 21:53:41,C
900394,300573,UPGRADE,2025-03-02 22:01:29,C
900395,301713,REPAIR,2025-03-03 00:48:05,C
900396,301838,INSTALL,2025-03-03 07:51:51,C
900397,300655,MOVE,2025-03-03 11:21:20,C
900398,300644,DISCONNECT,2025-03-03 13:39:03,O
900399,301730,REPAIR,2025-03-03 14:08:25,C
900400,301959,REPAIR,2025-03-03 15:38:44,C
900401,300119,REPAIR,2025-03-04 05:30:43,X
900402,300883,INSTALL,2025-03-04 08:10:23,C
900403,300871,UPGRADE,2025-03-04 12:53:35,C
900404,300401,REPAIR,2025-03-04 23:24:33,C
900405,300663,UPGRADE,2025-03-05 05:59:28,C
900406,300510,REPAIR,2025-03-05 11:15:18,C
900407,300744,REPAIR,2025-03-05 12:14:40,O
900408,300929,REPAIR,2025-03-05 15:55:13,O
900409,301751,INSTALL,2025-03-05 17:20:19,C
900410,301482,DISCONNECT,2025-03-05 18:35:51,C
900411,300677,REPAIR,2025-03-06 00:21:34,C
900412,300132,INSTALL,2025-03-06 00:55:01,O
900413,300019,MOVE,2025-03-06 06:29:28,O
900414,300966,INSTALL,2025-03-06 11:29:01,C
900415,302045,REPAIR,2025-03-06 21:12:53,C
900416,300210,INSTALL,2025-03-06 22:26:32,C
900417,301163,REPAIR,2025-03-06 22:32:15,X
900418,300352,UPGRADE,2025-03-06 23:14:26,O
900419,301289,UPGRADE,2025-03-07 05:22:26,C
900420,302310,UPGRADE,2025-03-07 08:55:57,C
900421,301200,INSTALL,2025-03-07 10:10:43,C
900422,301599,INSTALL,2025-03-07 10:24:49,C
900423,300540,UPGRADE,2025-03-07 12:50:53,C
900424,300507,REPAIR,2025-03-07 13:02:50,C
900425,301604,REPAIR,2025-03-07 19:14:52,C
900426,300856,REPAIR,2025-03-07 19:28:36,X
900427,301714,INSTALL,2025-03-07 23:32:25,C
900428,302464,MOVE,2025-03-08 02:13:00,C
900429,301703,REPAIR,2025-03-08 04:47:22,C
900430,300515,REPAIR,2025-03-08 09:34:50,C
900431,301097,UPGRADE,2025-03-08 22:41:01,C
900432,300465,INSTALL,2025-03-09 06:03:30,C
900433,301153,DISCONNECT,2025-03-09 06:17:49,C
900434,300801,REPAIR,2025-03-09 10:11:32,C
900435,301284,INSTALL,2025-03-09 12:07:54,C
900436,300334,INSTALL,2025-03-09 14:34:48,C
900437,301811,MOVE,2025-03-09 15:44:16,C
900438,300958,INSTALL,2025-03-09 16:10:37,C
900439,302046,UPGRADE,2025-03-09 20:19:01,C
900440,301410,INSTALL,2025-03-09 21:48:21,C
900441,302480,UPGRADE,2025-03-09 22:41:58,O
900442,300977,MOVE,2025-03-10 10:20:51,C
900443,302167,REPAIR,2025-03-10 12:50:21,C
900444,300546,UPGRADE,2025-03-10 14:17:47,C
900445,300185,REPAIR,2025-03-10 21:24:50,C
900446,300859,MOVE,2025-03-10 23:33:13,C
900447,300792,REPAIR,2025-03-11 00:04:08,C
900448,301263,INSTALL,2025-03-11 02:47:00,C
900449,302143,INSTALL,2025-03-11 05:52:27,C
900450,300344,REPAIR,2025-03-11 06:31:24,C
900451,300003,UPGRADE,2025-03-11 06:55:30,O
900452,300484,REPAIR,2025-03-11 13:45:04,C
900453,300860,REPAIR,2025-03-11 14:39:38,C
900454,300200,UPGRADE,2025-03-11 16:00:05,C
900455,301991,UPGRADE,2025-03-11 22:22:32,C
900456,300805,MOVE,2025-03-11 23:41:39,X
900457,300187,REPAIR,2025-03-12 04:00:37,C
900458,300117,MOVE,2025-03-12 12:19:25,C
900459,302410,REPAIR,2025-03-13 10:54:43,O
900460,300699,REPAIR,2025-03-13 15:38:56,C
900461,301179,REPAIR,2025-03-13 21:09:41,C
900462,301963,UPGRADE,2025-03-13 21:47:10,C
900463,301428,UPGRADE,2025-03-13 22:42:51,C
900464,301376,REPAIR,2025-03-14 01:00:15,C
900465,302248,UPGRADE,2025-03-14 03:18:41,C
900466,301409,DISCONNECT,2025-03-14 11:12:40,C
900467,301828,REPAIR,2025-03-14 16:59:48,C
900468,301865,DISCONNECT,2025-03-14 17:18:18,C
900469,302112,INSTALL,2025-03-15 00:11:30,C
900470,300686,REPAIR,2025-03-15 05:25:09,C
900471,302005,DISCONNECT,2025-03-15 06:52:53,C
900472,300632,DISCONNECT,2025-03-15 07:10:06,O
900473,300488,DISCONNECT,2025-03-15 12:13:00,X
900474,300611,INSTALL,2025-03-15 20:54:16,C
900475,301231,INSTALL,2025-03-15 22:14:15,X
900476,300371,REPAIR,2025-03-16 06:24:27,C
900477,302483,UPGRADE,2025-03-16 15:21:46,O
900478,300756,DISCONNECT,2025-03-16 16:02:32,X
900479,300429,INSTALL,2025-03-16 17:34:21,C
900480,301739,REPAIR,2025-03-16 20:14:10,X
900481,300896,INSTALL,2025-03-17 03:54:50,C
900482,302183,REPAIR,2025-03-17 04:38:21,C
900483,301351,REPAIR,2025-03-17 05:12:54,X
900484,301416,UPGRADE,2025-03-17 09:09:31,C
900485,302465,REPAIR,2025-03-17 17:44:41,X
900486,301445,UPGRADE,2025-03-18 01:33:20,C
900487,301791,INSTALL,2025-03-18 09:51:31,C
900488,301692,REPAIR,2025-03-18 10:42:05,C
900489,301061,REPAIR,2025-03-18 11:54:44,C
900490,300693,MOVE,2025-03-18 12:05:31,C
900491,301267,INSTALL,2025-03-18 13:44:35,C
900492,300526,UPGRADE,2025-03-18 17:20:53,C
900493,300387,DISCONNECT,2025-03-18 19:44:55,C
900494,300814,REPAIR,2025-03-18 20:11:48,C
900495,300478,REPAIR,2025-03-18 20:45:55,C
900496,301890,REPAIR,2025-03-18 23:26:41,C
900497,302162,REPAIR,2025-03-19 02:29:48,C
900498,300915,REPAIR,2025-03-19 03:00:39,X
900499,302429,MOVE,2025-03-19 13:13:41,X
900500,300542,REPAIR,2025-03-19 19:00:27,C
900501,302372,REPAIR,2025-03-20 00:19:29,C
900502,301155,MOVE,2025-03-20 00:21:18,O
900503,302300,MOVE,2025-03-20 05:02:17,C
900504,300432,UPGRADE,2025-03-20 06:48:41,C
900505,302320,REPAIR,2025-03-20 10:54:43,C
900506,302260,UPGRADE,2025-03-20 11:03:39,C
900507,301926,REPAIR,2025-03-20 15:47:37,C
900508,301371,REPAIR,2025-03-20 17:45:56,C
900509,301219,UPGRADE,2025-03-20 19:26:38,C
900510,301342,REPAIR,2025-03-20 22:37:56,C
900511,301772,INSTALL,2025-03-21 02:43:47,C
