order_detail_id,order_id,product_id,unit_price,quantity,discount_pct
121,10036,33,57.15,4,0.0
122,10036,20,50.18,11,0.0
123,10036,19,86.86,9,0.0
124,10036,10,101.47,9,0.0
125,10037,36,78.77,5,0.1
126,10037,28,85.1,3,0.0
127,10037,23,61.08,7,0.0
128,10038,4,33.05,9,0.0
129,10038,16,58.51,9,0.0
130,10039,17,64.07,7,0.0
131,10039,11,32.43,3,0.0
132,10039,16,58.51,4,0.0
133,10040,29,24.79,9,0.0
134,10040,40,22.07,10,0.1
135,10040,13,114.89,6,0.0
136,10040,38,9.5,10,0.0
137,10041,3,10.4,10,0.0
138,10041,29,24.79,5,0.0
139,10041,33,57.15,8,0.0
140,10041,17,64.07,5,0.0
141,10041,7,81.41,11,0.0
142,10042,21,57.6,8,0.1
143,10042,24,30.57,4,0.0
144,10043,37,117.72,4,0.05
145,10044,24,30.57,6,0.0
146,10044,25,14.8,6,0.0
147,10044,2,47.03,2,0.1
148,10044,8,58.59,7,0.0
149,10044,20,50.18,10,0.0
150,10045,16,58.51,2,0.1
151,10045,15,46.84,6,0.0
152,10045,33,57.15,10,0.0
153,10045,23,61.08,3,0.1
154,10046,36,78.77,11,0.0
155,10046,26,14.59,10,0.0
156,10046,3,10.4,2,0.0
157,10046,9,116.5,2,0.1
158,10047,6,98.91,7,0.0
159,10047,2,47.03,10,0.0
160,10047,3,10.4,6,0.05
161,10047,26,14.59,2,0.0
162,10047,21,57.6,3,0.05
163,10048,25,14.8,6,0.0
164,10049,6,98.91,8,0.0
165,10049,1,62.88,6,0.0
166,10049,26,14.59,2,0.05
167,10050,7,81.41,8,0.0
168,10050,23,61.08,6,0.0
169,10050,39,109.29,10,0.0
170,10050,13,114.89,3,0.0
171,10050,38,9.5,8,0.0
172,10051,5,101.55,5,0.0
173,10051,6,98.91,11,0.0
174,10051,10,101.47,7,0.0
175,10052,3,10.4,9,0.0
176,10052,35,8.05,6,0.0
177,10052,29,24.79,4,0.0
178,10052,1,62.88,1,0.1
179,10053,26,14.59,3,0.1
180,10053,29,24.79,3,0.05
181,10053,8,58.59,10,0.15
182,10053,15,46.84,9,0.1
183,10054,17,64.07,7,0.1
184,10055,33,57.15,5,0.05
185,10055,6,98.91,3,0.05
186,10055,34,93.85,8,0.0
187,10055,31,73.9,1,0.0
188,10056,9,116.5,10,0.0
189,10056,14,95.13,2,0.0
190,10056,17,64.07,2,0.0
191,10057,39,109.29,11,0.05
192,10057,13,114.89,8,0.0
193,10057,2,47.03,4,0.0
194,10058,32,116.09,5,0.05
195,10058,38,9.5,3,0.15
196,10058,19,86.86,7,0.05
197,10058,31,73.9,9,0.0
198,10059,36,78.77,11,0.0
199,10059,2,47.03,2,0.15
200,10059,20,50.18,3,0.1
201,10059,21,57.6,11,0.0
202,10059,32,116.09,7,0.0
203,10060,24,30.57,5,0.0
204,10060,39,109.29,4,0.0
205,10061,14,95.13,8,0.05
206,10062,20,50.18,8,0.0
207,10062,3,10.4,9,0.1
208,10062,16,58.51,7,0.0
209,10063,34,93.85,5,0.0
210,10063,38,9.5,4,0.05
211,10064,20,50.18,5,0.0
212,10064,26,14.59,6,0.0
213,10064,4,33.05,2,0.0
214,10064,37,117.72,11,0.1
215,10065,33,57.15,6,0.1
216,10065,14,95.13,8,0.0
217,10066,2,47.03,2,0.0
218,10066,16,58.51,1,0.0
219,10066,23,61.08,11,0.0
220,10066,35,8.05,11,0.0
221,10066,30,69.93,8,0.05
222,10067,7,81.41,5,0.0
223,10067,25,14.8,1,0.0
224,10067,2,47.03,2,0.0
225,10068,28,85.1,3,0.0
226,10069,11,32.43,3,0.15
227,10069,1,62.88,2,0.1
228,10069,19,86.86,9,0.0
229,10070,2,47.03,5,0.0
230,10070,12,69.84,9,0.0
231,10071,32,116.09,9,0.0
232,10071,9,116.5,2,0.0
233,10071,3,10.4,2,0.0
234,10072,32,116.09,8,0.0
235,10072,31,73.9,4,0.15
236,10072,22,14.71,4,0.05
237,10072,28,85.1,10,0.0
238,10072,20,50.18,7,0.1
239,10073,17,64.07,8,0.0
240,10073,8,58.59,4,0.0
241,10073,37,117.72,4,0.0
242,10074,31,73.9,5,0.0
243,10074,27,29.04,2,0.0
244,10074,28,85.1,2,0.0
245,10074,22,14.71,5,0.1
246,10075,3,10.4,5,0.0
247,10076,15,46.84,2,0.0
248,10077,5,101.55,7,0.0
249,10077,34,93.85,6,0.15
250,10077,39,109.29,4,0.0
251,10078,19,86.86,4,0.0
252,10078,23,61.08,8,0.15
253,10078,34,93.85,7,0.0
254,10078,29,24.79,5,0.0
255,10078,15,46.84,10,0.0
256,10079,11,32.43,11,0.15
257,10080,38,9.5,1,0.0
258,10080,33,57.15,2,0.0
259,10080,32,116.09,2,0.05
260,10080,19,86.86,6,0.0
261,10081,8,58.59,7,0.05
262,10081,6,98.91,7,0.0
263,10082,27,29.04,8,0.05
264,10082,8,58.59,9,0.05
265,10083,37,117.72,4,0.0
266,10083,26,14.59,4,0.05
267,10084,37,117.72,3,0.0
268,10084,27,29.04,3,0.0
269,10084,1,62.88,2,0.05
270,10084,2,47.03,7,0.0
271,10085,29,24.79,3,0.0
272,10085,38,9.5,9,0.05
273,10086,4,33.05,2,0.0
274,10086,7,81.41,8,0.1
275,10086,33,57.15,10,0.05
276,10086,13,114.89,4,0.0
277,10086,39,109.29,5,0.0
278,10087,15,46.84,8,0.0
279,10087,10,101.47,11,0.05
280,10087,22,14.71,3,0.0
281,10087,4,33.05,7,0.0
282,10087,33,57.15,4,0.0
283,10088,36,78.77,4,0.0
284,10089,15,46.84,10,0.0
285,10089,25,14.8,5,0.0
286,10089,7,81.41,6,0.0
287,10089,36,78.77,5,0.0
288,10089,22,14.71,1,0.1
289,10090,37,117.72,4,0.0
290,10090,22,14.71,10,0.0
291,10091,33,57.15,4,0.0
292,10091,24,30.57,7,0.1
293,10091,12,69.84,7,0.0
294,10091,18,108.62,1,0.0
295,10091,22,14.71,5,0.0
296,10092,14,95.13,7,0.0
297,10092,20,50.18,5,0.05
298,10092,28,85.1,3,0.05
299,10092,39,109.29,7,0.0
300,10093,18,108.62,10,0.0
301,10093,24,30.57,2,0.0
302,10093,25,14.8,10,0.0
303,10094,9,116.5,6,0.0
304,10094,4,33.05,9,0.0
305,10094,22,14.71,3,0.0
306,10095,17,64.07,8,0.1
307,10095,21,57.6,4,0.05
308,10096,32,116.09,2,0.0
309,10096,34,93.85,1,0.0
310,10096,21,57.6,6,0.0
311,10097,9,116.5,3,0.0
312,10097,21,57.6,8,0.0
313,10098,35,8.05,1,0.0
314,10099,16,58.51,2,0.0
315,10099,9,116.5,1,0.05
316,10099,24,30.57,8,0.0
317,10099,36,78.77,10,0.15
318,10099,13,114.89,4,0.0
319,10100,31,73.9,8,0.0
320,10100,24,30.57,6,0.0
321,10100,35,8.05,10,0.0
322,10100,8,58.59,2,0.05
323,10101,25,14.8,9,0.0
324,10101,2,47.03,11,0.0
325,10101,6,98.91,10,0.0
326,10101,18,108.62,1,0.1
327,10102,14,95.13,5,0.0
328,10103,38,9.5,4,0.0
329,10103,26,14.59,5,0.05
330,10104,3,10.4,4,0.0
331,10104,19,86.86,2,0.0
332,10104,14,95.13,8,0.0
333,10105,39,109.29,3,0.0
334,10105,15,46.84,1,0.0
335,10105,12,69.84,5,0.05
336,10105,2,47.03,2,0.05
337,10105,33,57.15,5,0.0
338,10106,30,69.93,3,0.0
339,10106,22,14.71,4,0.0
340,10106,7,81.41,6,0.0
341,10106,21,57.6,9,0.05
342,10106,6,98.91,8,0.15
343,10107,15,46.84,10,0.0
344,10107,9,116.5,11,0.15
345,10107,30,69.93,5,0.1
346,10108,17,64.07,6,0.0
347,10108,4,33.05,5,0.0
348,10108,18,108.62,4,0.1
349,10109,21,57.6,11,0.0
350,10109,27,29.04,11,0.0
351,10109,39,109.29,4,0.0
352,10109,37,117.72,1,0.0
353,10109,32,116.09,11,0.05
354,10110,13,114.89,5,0.0
355,10110,18,108.62,11,0.15
356,10110,19,86.86,1,0.15
357,10111,23,61.08,9,0.0
358,10111,21,57.6,6,0.0
359,10111,36,78.77,10,0.0
360,10112,30,69.93,2,0.05
361,10112,21,57.6,6,0.05
362,10112,4,33.05,9,0.0
363,10112,2,47.03,4,0.0
364,10112,17,64.07,1,0.0
365,10113,32,116.09,8,0.0
366,10113,28,85.1,2,0.0
367,10113,20,50.18,4,0.1
368,10114,32,116.09,3,0.0
369,10114,38,9.5,10,0.0
370,10114,25,14.8,8,0.0
371,10115,9,116.5,8,0.0
372,10115,16,58.51,1,0.0
373,10115,35,8.05,10,0.1
374,10115,26,14.59,7,0.05
375,10116,13,114.89,10,0.1
376,10116,29,24.79,10,0.0
377,10116,6,98.91,4,0.0
378,10117,37,117.72,7,0.0
379,10118,40,22.07,8,0.1
380,10118,7,81.41,5,0.0
381,10118,38,9.5,9,0.15
382,10119,1,62.88,6,0.0
383,10119,10,101.47,2,0.15
384,10119,20,50.18,8,0.0
385,10120,23,61.08,11,0.05
386,10120,33,57.15,11,0.0
387,10120,29,24.79,9,0.0
388,10121,29,24.79,5,0.0
389,10121,7,81.41,10,0.0
390,10121,19,86.86,7,0.0
391,10122,16,58.51,11,0.0
392,10122,25,14.8,9,0.0
393,10123,12,69.84,4,0.15
394,10123,37,117.72,4,0.0
395,10123,18,108.62,4,0.0
396,10123,24,30.57,5,0.0
397,10123,29,24.79,11,0.0
398,10124,17,64.07,2,0.0
399,10124,19,86.86,1,0.0
400,10124,15,46.84,7,0.0
401,10124,36,78.77,10,0.0
402,10124,23,61.08,8,0.0
403,10125,32,116.09,9,0.1
404,10125,23,61.08,5,0.0
405,10125,15,46.84,5,0.0
406,10126,13,114.89,8,0.1
407,10126,10,101.47,5,0.0
408,10126,17,64.07,3,0.0
409,10126,29,24.79,3,0.0
410,10126,23,61.08,6,0.0
411,10127,5,101.55,3,0.0
412,10128,24,30.57,3,0.0
413,10128,37,117.72,3,0.0
414,10128,13,114.89,7,0.0
415,10128,31,73.9,7,0.0
416,10129,6,98.91,10,0.0
417,10129,38,9.5,7,0.05
418,10129,25,14.8,3,0.0
419,10129,16,58.51,3,0.0
420,10129,2,47.03,11,0.0
421,10130,21,57.6,1,0.0
422,10130,6,98.91,2,0.0
423,10130,12,69.84,4,0.0
424,10130,8,58.59,5,0.0
425,10131,38,9.5,2,0.0
426,10131,1,62.88,3,0.05
427,10131,17,64.07,5,0.0
428,10131,9,116.5,3,0.0
429,10132,17,64.07,6,0.0
430,10132,22,14.71,1,0.05
431,10132,13,114.89,3,0.0
432,10132,16,58.51,2,0.0
433,10132,34,93.85,10,0.1
434,10133,26,14.59,2,0.05
435,10133,9,116.5,6,0.0
436,10134,26,14.59,7,0.05
437,10134,8,58.59,4,0.0
438,10134,38,9.5,8,0.1
439,10135,28,85.1,11,0.15
440,10135,32,116.09,10,0.1
441,10136,31,73.9,4,0.0
442,10136,25,14.8,6,0.1
443,10137,26,14.59,6,0.0
444,10137,6,98.91,10,0.0
445,10137,8,58.59,2,0.0
446,10137,17,64.07,10,0.1
447,10138,15,46.84,3,0.0
448,10138,3,10.4,6,0.1
449,10138,11,32.43,6,0.1
450,10138,14,95.13,11,0.05
451,10138,20,50.18,3,0.0
452,10139,30,69.93,9,0.15
453,10139,26,14.59,4,0.15
454,10139,39,109.29,3,0.0
455,10139,4,33.05,11,0.05
456,10140,19,86.86,5,0.0
457,10140,30,69.93,2,0.0
458,10141,19,86.86,11,0.0
459,10141,40,22.07,11,0.0
460,10142,19,86.86,5,0.0
461,10142,29,24.79,9,0.05
462,10142,3,10.4,5,0.15
463,10142,7,81.41,4,0.05
464,10143,25,14.8,5,0.1
465,10143,38,9.5,2,0.0
466,10144,26,14.59,8,0.0
467,10144,37,117.72,7,0.0
468,10144,12,69.84,2,0.1
469,10144,24,30.57,8,0.0
470,10144,38,9.5,6,0.15
471,10145,13,114.89,11,0.15
472,10145,26,14.59,3,0.0
473,10145,16,58.51,10,0.0
474,10146,18,108.62,11,0.0
475,10146,39,109.29,5,0.1
476,10146,31,73.9,9,0.15
477,10147,10,101.47,1,0.0
478,10147,34,93.85,5,0.0
479,10147,1,62.88,1,0.0
480,10147,32,116.09,11,0.0
481,10147,5,101.55,10,0.0
482,10148,36,78.77,8,0.1
483,10148,13,114.89,7,0.0
484,10148,26,14.59,10,0.0
485,10148,12,69.84,4,0.0
486,10148,27,29.04,10,0.0
487,10149,38,9.5,2,0.0
488,10150,27,29.04,7,0.0
489,10150,14,95.13,6,0.15
490,10151,30,69.93,10,0.0
491,10151,9,116.5,8,0.0
492,10152,3,10.4,8,0.05
493,10152,14,95.13,1,0.05
494,10153,32,116.09,7,0.05
495,10153,38,9.5,2,0.0
496,10153,28,85.1,3,0.15
497,10153,14,95.13,9,0.0
498,10153,12,69.84,6,0.0
499,10154,17,64.07,10,0.0
500,10154,9,116.5,4,0.1
501,10154,5,101.55,9,0.0
502,10154,2,47.03,7,0.05
503,10154,26,14.59,4,0.05
504,10155,24,30.57,7,0.15
505,10155,30,69.93,8,0.0
506,10155,38,9.5,1,0.1
507,10155,1,62.88,6,0.0
508,10155,5,101.55,8,0.0
509,10156,35,8.05,4,0.15
510,10157,26,14.59,11,0.0
511,10158,20,50.18,8,0.0
512,10158,12,69.84,1,0.0
513,10159,33,57.15,7,0.0
514,10159,7,81.41,2,0.0
515,10159,27,29.04,3,0.0
516,10160,21,57.6,6,0.0
517,10160,4,33.05,10,0.0
518,10160,28,85.1,3,0.0
519,10161,36,78.77,7,0.05
520,10161,10,101.47,5,0.0
521,10161,40,22.07,9,0.05
522,10161,30,69.93,9,0.0
523,10161,6,98.91,8,0.0
524,10162,32,116.09,10,0.0
525,10163,32,116.09,9,0.0
526,10163,13,114.89,2,0.15
527,10163,26,14.59,6,0.05
528,10163,33,57.15,5,0.0
529,10163,22,14.71,6,0.0
530,10164,32,116.09,5,0.15
531,10165,29,24.79,8,0.0
532,10165,35,8.05,8,0.0
533,10165,6,98.91,8,0.0
534,10165,38,9.5,7,0.0
535,10166,16,58.51,3,0.1
536,10166,34,93.85,10,0.0
537,10166,1,62.88,7,0.1
538,10166,4,33.05,2,0.0
539,10166,18,108.62,5,0.0
540,10167,3,10.4,3,0.0
541,10168,14,95.13,1,0.0
542,10168,35,8.05,6,0.0
543,10169,11,32.43,11,0.0
544,10169,4,33.05,4,0.0
545,10170,21,57.6,6,0.0
546,10170,35,8.05,8,0.0
547,10171,6,98.91,10,0.15
548,10171,27,29.04,8,0.0
549,10171,40,22.07,11,0.0
550,10171,1,62.88,5,0.15
551,10172,12,69.84,9,0.15
552,10173,7,81.41,7,0.0
553,10173,6,98.91,7,0.0
554,10173,25,14.8,11,0.0
555,10174,11,32.43,10,0.0
556,10174,21,57.6,5,0.0
557,10175,4,33.05,2,0.0
558,10175,29,24.79,1,0.0
559,10176,37,117.72,3,0.1
560,10177,20,50.18,6,0.1
561,10177,16,58.51,11,0.0
562,10178,24,30.57,2,0.0
563,10178,23,61.08,9,0.0
564,10178,12,69.84,6,0.0
565,10179,11,32.43,8,0.0
566,10179,14,95.13,8,0.0
567,10179,17,64.07,1,0.0
568,10179,34,93.85,11,0.05
569,10179,25,14.8,5,0.1
570,10180,14,95.13,11,0.0
571,10180,16,58.51,5,0.0
572,10181,11,32.43,9,0.0
573,10181,25,14.8,10,0.1
574,10181,31,73.9,2,0.05
575,10181,17,64.07,7,0.0
576,10182,17,64.07,10,0.1
577,10183,4,33.05,1,0.0
578,10183,6,98.91,3,0.1
579,10184,6,98.91,11,0.1
580,10185,38,9.5,2,0.0
581,10185,39,109.29,6,0.05
582,10185,11,32.43,5,0.0
583,10185,32,116.09,8,0.0
584,10185,37,117.72,9,0.1
585,10186,19,86.86,2,0.0
586,10186,36,78.77,9,0.05
587,10187,2,47.03,4,0.1
588,10187,6,98.91,7,0.0
589,10187,24,30.57,8,0.0
590,10188,7,81.41,6,0.0
591,10188,39,109.29,7,0.0
592,10189,11,32.43,3,0.0
593,10189,30,69.93,11,0.0
594,10189,17,64.07,7,0.0
595,10190,11,32.43,4,0.0
596,10190,6,98.91,10,0.05
597,10190,5,101.55,1,0.0
598,10191,31,73.9,2,0.1
599,10191,23,61.08,11,0.0
600,10191,40,22.07,8,0.0
601,10192,3,10.4,2,0.0
602,10192,19,86.86,11,0.0
603,10192,34,93.85,4,0.1
604,10192,7,81.41,6,0.1
605,10192,32,116.09,8,0.0
606,10193,8,58.59,6,0.0
607,10193,27,29.04,11,0.15
608,10194,18,108.62,11,0.0
609,10194,25,14.8,10,0.0
610,10194,13,114.89,1,0.0
611,10195,21,57.6,6,0.0
612,10195,18,108.62,10,0.0
613,10195,30,69.93,8,0.0
614,10196,28,85.1,5,0.0
615,10197,11,32.43,6,0.0
616,10198,6,98.91,11,0.1
617,10198,19,86.86,1,0.15
618,10198,39,109.29,5,0.0
619,10198,21,57.6,3,0.0
620,10199,13,114.89,1,0.0
621,10199,21,57.6,9,0.1
622,10199,8,58.59,7,0.05
623,10199,28,85.1,6,0.0
624,10200,37,117.72,6,0.0
625,10201,10,101.47,11,0.15
626,10202,25,14.8,5,0.0
627,10202,19,86.86,3,0.0
628,10202,6,98.91,10,0.0
629,10202,11,32.43,11,0.0
630,10203,39,109.29,11,0.0
631,10203,35,8.05,9,0.1
632,10204,22,14.71,9,0.0
633,10204,26,14.59,4,0.0
634,10204,33,57.15,1,0.0
635,10204,5,101.55,9,0.0
636,10204,8,58.59,11,0.0
637,10205,32,116.09,11,0.0
638,10205,40,22.07,10,0.0
639,10205,18,108.62,11,0.0
640,10206,1,62.88,9,0.0
641,10206,12,69.84,6,0.0
642,10206,33,57.15,6,0.0
643,10207,36,78.77,8,0.0
644,10207,26,14.59,6,0.15
645,10207,9,116.5,4,0.0
646,10208,9,116.5,5,0.0
647,10208,35,8.05,5,0.0
648,10209,19,86.86,1,0.0
649,10209,3,10.4,5,0.0
650,10209,4,33.05,10,0.1
651,10209,18,108.62,3,0.15
652,10210,18,108.62,10,0.0
653,10211,17,64.07,6,0.1
654,10211,18,108.62,8,0.0
655,10211,21,57.6,3,0.0
656,10211,20,50.18,10,0.0
657,10212,31,73.9,10,0.0
658,10212,22,14.71,8,0.0
659,10212,8,58.59,9,0.0
660,10212,39,109.29,5,0.0
661,10212,1,62.88,3,0.1
662,10213,2,47.03,1,0.0
663,10213,39,109.29,10,0.1
664,10214,38,9.5,10,0.0
665,10214,35,8.05,4,0.0
666,10214,13,114.89,7,0.0
667,10215,10,101.47,10,0.0
668,10215,34,93.85,1,0.05
669,10216,15,46.84,5,0.0
670,10216,10,101.47,2,0.0
671,10216,14,95.13,3,0.0
672,10217,4,33.05,6,0.0
673,10217,21,57.6,2,0.05
674,10218,25,14.8,5,0.0
675,10218,23,61.08,5,0.0
676,10218,15,46.84,6,0.05
677,10218,24,30.57,1,0.1
678,10218,28,85.1,10,0.0
679,10219,27,29.04,2,0.15
680,10220,7,81.41,3,0.1
681,10220,39,109.29,11,0.05
682,10221,4,33.05,3,0.0
683,10221,38,9.5,7,0.0
684,10222,18,108.62,10,0.0
685,10222,9,116.5,10,0.0
686,10223,37,117.72,7,0.0
687,10223,40,22.07,10,0.0
688,10223,6,98.91,9,0.0
689,10224,21,57.6,10,0.0
690,10224,26,14.59,1,0.0
691,10224,31,73.9,5,0.15
692,10224,39,109.29,1,0.0
693,10225,22,14.71,11,0.0
694,10225,3,10.4,8,0.0
695,10225,8,58.59,5,0.0
696,10226,16,58.51,1,0.05
697,10226,20,50.18,2,0.0
698,10227,4,33.05,3,0.0
699,10227,24,30.57,11,0.0
700,10228,35,8.05,7,0.1
701,10228,17,64.07,2,0.0
702,10228,22,14.71,8,0.05
703,10229,19,86.86,8,0.0
704,10230,3,10.4,9,0.0
705,10230,28,85.1,10,0.0
706,10230,12,69.84,6,0.0
707,10231,23,61.08,2,0.0
708,10231,29,24.79,3,0.0
709,10231,12,69.84,11,0.0
710,10231,4,33.05,2,0.0
711,10232,13,114.89,9,0.0
712,10233,16,58.51,11,0.0
713,10233,40,22.07,8,0.0
714,10233,1,62.88,7,0.1
715,10233,32,116.09,9,0.1
716,10233,31,73.9,9,0.0
717,10234,12,69.84,2,0.0
718,10234,22,14.71,7,0.05
719,10235,24,30.57,2,0.0
720,10235,22,14.71,5,0.0
721,10235,6,98.91,8,0.0
722,10236,18,108.62,5,0.0
723,10236,12,69.84,7,0.0
724,10236,23,61.08,2,0.0
725,10236,28,85.1,1,0.15
726,10236,21,57.6,5,0.0
727,10237,26,14.59,6,0.0
728,10237,29,24.79,10,0.0
729,10237,34,93.85,11,0.1
730,10237,1,62.88,11,0.0
731,10237,2,47.03,5,0.0
732,10238,38,9.5,5,0.0
733,10239,24,30.57,2,0.0
734,10239,10,101.47,7,0.05
735,10239,9,116.5,10,0.0
736,10239,2,47.03,9,0.0
737,10240,6,98.91,11,0.0
738,10241,35,8.05,2,0.0
739,10242,2,47.03,8,0.0
740,10242,38,9.5,4,0.0
741,10242,20,50.18,3,0.0
742,10242,9,116.5,5,0.05
743,10242,33,57.15,3,0.0
744,10243,1,62.88,10,0.0
745,10243,4,33.05,11,0.0
746,10243,16,58.51,11,0.0
747,10243,3,10.4,4,0.0
748,10244,11,32.43,5,0.0
749,10244,5,101.55,2,0.0
750,10244,25,14.8,10,0.0
751,10245,4,33.05,1,0.0
752,10245,39,109.29,6,0.0
753,10245,19,86.86,9,0.15
754,10245,37,117.72,11,0.0
755,10245,33,57.15,7,0.0
756,10246,8,58.59,1,0.0
757,10246,38,9.5,5,0.0
758,10246,20,50.18,4,0.0
759,10246,3,10.4,10,0.1
760,10247,1,62.88,8,0.0
761,10248,20,50.18,2,0.0
762,10248,15,46.84,5,0.0
763,10248,14,95.13,6,0.05
764,10248,12,69.84,5,0.05
765,10248,10,101.47,9,0.0
766,10249,40,22.07,4,0.0
767,10249,14,95.13,9,0.0
768,10249,3,10.4,5,0.0
769,10250,25,14.8,5,0.0
770,10251,22,14.71,2,0.0
771,10251,21,57.6,10,0.0
772,10251,7,81.41,10,0.05
773,10252,33,57.15,6,0.0
774,10253,36,78.77,6,0.0
775,10254,7,81.41,6,0.05
776,10254,30,69.93,7,0.0
777,10254,2,47.03,5,0.0
778,10254,15,46.84,6,0.05
779,10254,21,57.6,3,0.0
780,10255,22,14.71,1,0.15
781,10255,29,24.79,3,0.15
782,10255,31,73.9,4,0.05
783,10255,17,64.07,3,0.1
784,10256,39,109.29,8,0.0
785,10256,34,93.85,6,0.1
786,10257,13,114.89,9,0.05
787,10257,5,101.55,6,0.0
788,10257,26,14.59,3,0.0
789,10257,16,58.51,9,0.0
790,10257,17,64.07,1,0.0
791,10258,24,30.57,9,0.0
792,10258,12,69.84,8,0.0
793,10258,31,73.9,2,0.05
794,10259,14,95.13,2,0.0
795,10259,9,116.5,3,0.05
796,10259,31,73.9,4,0.15
797,10259,34,93.85,9,0.0
798,10260,22,14.71,11,0.15
799,10260,20,50.18,2,0.0
800,10260,31,73.9,10,0.0
801,10261,38,9.5,5,0.1
802,10262,24,30.57,1,0.0
803,10262,32,116.09,7,0.05
804,10262,38,9.5,6,0.0
805,10262,33,57.15,8,0.0
806,10262,4,33.05,9,0.0
807,10263,26,14.59,4,0.0
808,10263,22,14.71,7,0.0
809,10263,29,24.79,9,0.15
810,10263,33,57.15,10,0.05
811,10263,16,58.51,5,0.0
812,10264,26,14.59,10,0.05
813,10265,23,61.08,6,0.0
814,10265,19,86.86,10,0.0
815,10265,8,58.59,3,0.0
816,10265,4,33.05,9,0.0
817,10266,6,98.91,2,0.0
818,10267,20,50.18,3,0.05
819,10267,21,57.6,10,0.0
820,10267,7,81.41,7,0.0
