order_item_id,order_id,product_id,quantity,unit_price,discount_pct
106,500042,100,4,260.77,0.05
107,500043,18,3,57.69,0.0
108,500043,7,1,325.46,0.05
109,500044,120,2,344.31,0.05
110,500044,93,2,177.74,0.0
111,500045,40,2,130.71,0.1
112,500046,120,4,362.43,0.0
113,500046,77,2,266.33,0.0
114,500047,81,1,126.6,0.0
115,500047,118,1,73.93,0.05
116,500047,70,2,263.13,0.0
117,500048,150,2,292.06,0.2
118,500048,80,1,130.51,0.0
119,500048,57,4,133.51,0.0
120,500048,45,4,321.58,0.0
121,500049,49,1,70.81,0.0
122,500049,53,4,236.74,0.15
123,500049,47,3,256.25,0.0
124,500050,97,1,179.81,0.0
125,500050,68,1,85.4,0.05
126,500050,104,2,66.35,0.0
127,500050,144,4,169.74,0.15
128,500051,55,1,160.56,0.0
129,500051,104,3,66.35,0.0
130,500051,142,1,286.11,0.0
131,500051,110,2,272.11,0.1
132,500052,92,2,348.91,0.0
133,500052,71,3,224.92,0.0
134,500052,120,1,362.43,0.0
135,500052,76,3,92.47,0.0
136,500053,82,3,158.17,0.05
137,500054,80,2,117.46,0.1
138,500054,53,4,236.74,0.15
139,500054,37,4,208.62,0.0
140,500054,7,4,342.59,0.0
141,500055,42,3,416.14,0.0
142,500055,136,1,193.79,0.1
143,500056,58,3,183.67,0.1
144,500056,2,3,156.34,0.0
145,500056,62,2,350.0,0.1
146,500056,55,2,160.56,0.0
147,500057,49,1,60.19,0.15
148,500057,124,1,233.65,0.05
149,500058,73,2,374.9,0.0
150,500058,92,2,348.91,0.0
151,500059,10,3,219.49,0.0
152,500060,74,3,200.01,0.1
153,500061,59,4,236.9,0.1
154,500061,98,3,408.49,0.0
155,500061,16,2,325.55,0.15
156,500061,18,2,57.69,0.0
157,500062,36,3,213.92,0.0
158,500063,83,1,207.86,0.0
159,500064,22,3,338.97,0.0
160,500065,141,2,210.84,0.0
161,500065,96,4,238.93,0.0
162,500066,43,2,76.85,0.0
163,500067,125,1,154.75,0.1
164,500067,132,4,373.71,0.1
165,500067,77,1,239.7,0.1
166,500067,88,1,404.2,0.0
167,500068,17,2,270.89,0.0
168,500068,34,4,297.58,0.0
169,500069,7,4,342.59,0.0
170,500069,140,1,87.31,0.0
171,500069,87,4,304.47,0.1
172,500070,18,2,57.69,0.0
173,500070,40,4,145.23,0.0
174,500070,6,3,186.6,0.0
175,500071,51,2,288.71,0.0
176,500071,49,1,70.81,0.0
177,500071,53,4,250.67,0.1
178,500072,56,2,230.05,0.0
179,500072,42,2,416.14,0.0
180,500072,61,1,187.16,0.05
181,500073,80,4,130.51,0.0
182,500073,68,1,80.9,0.1
183,500074,101,4,128.94,0.0
184,500074,66,2,212.9,0.1
185,500074,56,1,230.05,0.0
186,500075,28,1,381.45,0.0
187,500075,13,1,261.62,0.0
188,500075,73,3,374.9,0.0
189,500075,39,2,209.09,0.05
190,500076,61,1,197.01,0.0
191,500076,136,4,193.79,0.1
192,500076,36,3,213.92,0.0
193,500077,109,1,168.06,0.0
194,500078,83,1,207.86,0.0
195,500078,81,2,113.94,0.1
196,500078,86,2,222.56,0.0
197,500078,77,3,266.33,0.0
198,500079,127,3,64.41,0.05
199,500079,77,2,266.33,0.0
200,500079,121,3,128.52,0.0
201,500079,144,1,199.69,0.0
202,500080,87,2,338.3,0.0
203,500081,29,4,313.74,0.0
204,500082,124,3,245.95,0.0
205,500082,1,4,293.34,0.0
206,500082,43,1,76.85,0.0
207,500082,38,1,191.3,0.0
208,500083,99,1,91.15,0.05
209,500083,30,2,178.78,0.0
210,500083,26,1,201.96,0.1
211,500083,20,1,374.93,0.0
212,500084,88,3,404.2,0.0
213,500084,21,2,273.63,0.0
214,500084,134,1,126.41,0.0
215,500085,73,4,318.66,0.15
216,500085,64,1,$191.55,0.0
217,500085,35,4,263.36,0.15
218,500085,69,4,354.13,0.05
219,500086,144,3,199.69,0.0
220,500086,17,4,270.89,0.0
221,500087,107,3,211.16,0.2
222,500088,71,4,191.18,0.15
223,500088,147,2,273.12,0.0
224,500088,33,3,366.73,0.0
225,500088,1,1,293.34,0.0
226,500089,68,1,89.89,0.0
227,500089,45,1,321.58,0.0
228,500090,44,2,222.05,0.0
229,500090,48,1,324.25,0.0
230,500091,22,2,271.18,0.2
231,500092,4,1,233.63,0.1
232,500092,100,3,274.5,0.0
233,500092,143,4,149.24,0.0
234,500093,107,2,263.95,0.0
235,500093,82,2,141.52,0.15
236,500094,13,1,261.62,0.0
237,500094,2,3,156.34,0.0
238,500094,23,1,237.68,0.0
239,500094,18,3,46.15,0.2
240,500095,125,2,171.95,0.0
241,500095,112,3,164.23,0.2
242,500095,75,2,318.9,0.1
243,500096,134,3,126.41,0.0
244,500096,140,2,87.31,0.0
245,500096,107,3,263.95,0.0
246,500097,55,3,144.5,0.1
247,500098,119,4,321.71,0.0
248,500098,143,1,149.24,0.0
249,500098,128,4,320.93,0.0
250,500099,10,2,208.52,0.05
251,500099,80,1,123.98,0.05
252,500099,102,1,128.07,0.0
253,500100,43,3,76.85,0.0
254,500100,51,4,288.71,0.0
255,500100,24,1,163.01,0.2
256,500100,76,4,92.47,0.0
257,500101,58,3,204.08,0.0
258,500101,22,4,322.02,0.05
259,500101,101,2,128.94,0.0
260,500102,81,3,126.6,0.0
261,500102,58,4,204.08,0.0
262,500102,38,2,181.74,0.05
263,500103,118,2,77.82,0.0
264,500104,135,1,88.45,0.1
265,500104,91,2,145.05,0.05
266,500105,66,1,236.55,0.0
267,500105,13,4,222.38,0.15
268,500105,14,1,266.38,0.0
269,500105,25,1,281.36,0.2
270,500106,39,1,209.09,0.05
271,500106,134,1,126.41,0.0
272,500106,60,1,312.63,0.1
273,500107,108,3,316.36,0.0
274,500107,143,2,149.24,0.0
275,500107,105,1,165.88,0.1
276,500108,64,4,191.55,0.0
277,500108,9,3,316.25,0.0
278,500108,75,2,336.61,0.05
279,500109,4,4,259.59,0.0
280,500110,149,3,177.09,0.0
281,500110,55,1,128.45,0.2
282,500111,68,1,76.41,0.15
283,500112,146,1,172.39,0.15
284,500112,109,2,168.06,0.0
285,500112,105,2,184.31,0.0
286,500113,139,2,191.45,0.0
287,500113,136,4,215.32,0.0
288,500113,102,4,102.46,0.2
289,500113,150,1,365.07,0.0
290,500114,9,3,316.25,0.0
291,500115,111,3,234.96,0.0
292,500116,30,1,178.78,0.0
293,500116,124,1,221.35,0.1
294,500117,9,3,316.25,0.0
295,500117,93,1,151.08,0.15
296,500117,116,4,237.31,0.0
297,500118,48,3,259.4,0.2
298,500118,100,1,274.5,0.0
299,500118,36,3,213.92,0.0
300,500118,115,2,211.04,0.0
301,500119,131,2,357.19,0.0
302,500120,120,2,362.43,0.0
303,500120,42,4,416.14,0.0
304,500121,19,1,373.68,0.0
305,500121,36,4,213.92,0.0
306,500121,131,2,357.19,0.0
307,500122,60,1,347.37,0.0
308,500122,112,4,205.29,0.0
309,500122,1,2,293.34,0.0
310,500123,105,4,184.31,0.0
311,500124,60,2,330.0,0.05
312,500124,108,3,284.72,0.1
313,500124,101,3,128.94,0.0
314,500125,16,1,383.0,0.0
315,500126,67,1,326.48,0.0
316,500126,109,3,168.06,0.0
317,500126,106,1,263.64,0.0
318,500126,11,2,116.48,0.0
319,500127,85,4,252.03,0.15
320,500128,93,3,159.97,0.1
321,500129,146,4,202.81,0.0
322,500129,139,4,191.45,0.0
323,500130,105,2,147.45,0.2
324,500131,84,2,144.14,0.0
325,500132,35,4,294.34,0.05
326,500133,114,2,219.39,0.0
327,500133,146,4,202.81,0.0
328,500133,138,3,189.62,0.0
329,500133,143,3,149.24,0.0
330,500134,122,2,172.29,0.05
331,500134,38,2,172.17,0.1
332,500134,76,4,87.85,0.05
333,500134,11,2,116.48,0.0
334,500135,35,3,263.36,0.15
335,500135,118,3,70.04,0.1
336,500136,36,2,213.92,0.0
337,500137,35,3,309.83,0.0
338,500138,79,3,134.62,0.1
339,500138,139,3,191.45,0.0
340,500139,100,2,274.5,0.0
341,500140,146,2,202.81,0.0
342,500140,141,1,210.84,0.0
343,500140,50,2,93.68,0.0
344,500141,135,3,98.28,0.0
345,500141,123,3,249.93,0.1
346,500141,84,2,129.73,0.1
347,500141,45,3,305.5,0.05
348,500142,11,3,116.48,0.0
349,500142,30,4,178.78,0.0
350,500143,117,3,81.94,0.1
351,500144,17,1,257.35,0.05
352,500145,12,4,203.78,0.0
353,500146,38,4,191.3,0.0
354,500146,42,1,395.33,0.05
355,500146,123,4,236.04,0.15
356,500146,64,3,162.82,0.15
357,500147,132,4,415.23,0.0
358,500147,29,4,282.37,0.1
359,500148,14,3,239.74,0.1
360,500149,41,3,192.71,0.0
361,500149,73,4,374.9,0.0
362,500149,23,1,237.68,0.0
363,500149,35,4,263.36,0.15
364,500150,5,2,205.39,0.0
365,500150,120,3,362.43,0.0
366,500150,29,4,313.74,0.0
367,500150,85,3,252.03,0.15
368,500151,85,1,296.51,0.0
369,500151,70,4,263.13,0.0
370,500151,7,1,274.07,0.2
371,500152,50,4,93.68,0.0
372,500152,56,2,230.05,0.0
373,500153,138,4,189.62,0.0
374,500153,78,2,266.34,0.2
375,500154,78,2,332.92,0.0
376,500154,100,3,247.05,0.1
377,500154,25,1,334.11,0.05
378,500155,104,4,56.4,0.15
379,500156,147,3,273.12,0.0
380,500156,142,2,286.11,0.0
381,500157,53,2,278.52,0.0
382,500157,19,4,336.31,0.1
383,500157,20,3,299.94,0.2
384,500158,51,4,245.4,0.15
385,500158,60,4,347.37,0.0
386,500159,63,3,340.09,0.1
387,500160,53,2,236.74,0.15
388,500160,59,4,263.22,0.0
389,500160,107,2,263.95,0.0
390,500160,62,2,388.89,0.0
391,500161,61,3,157.61,0.2
392,500161,120,2,362.43,0.0
393,500162,139,2,181.88,0.05
394,500162,95,4,374.81,0.0
395,500162,131,3,357.19,0.0
396,500163,58,2,204.08,0.0
397,500164,101,4,128.94 ,0.0
398,500164,141,2,200.3,0.05
399,500164,15,4,54.28,0.0
400,500165,25,3,351.7,0.0
401,500165,128,3,320.93,0.0
402,500166,12,2,193.59,0.05
403,500166,17,3,230.26,0.15
404,500166,94,1,346.44,0.15
405,500167,36,2,213.92,0.0
406,500167,91,3,129.78,0.15
407,500167,43,4,65.32,0.15
408,500167,135,4,98.28,0.0
409,500168,40,2,145.23,0.0
410,500168,45,4,305.5,0.05
411,500168,15,2,43.42,0.2
412,500168,31,4,54.8,0.0
413,500169,21,1,273.63,0.0
414,500169,69,4,354.13,0.05
415,500169,50,2,93.68,0.0
416,500170,46,1,120.28,0.1
417,500170,84,3,144.14,0.0
418,500171,87,4,321.38,0.05
419,500171,38,3,172.17,0.1
420,500172,37,2,208.62,0.0
421,500173,57,3,133.51,0.0
422,500173,28,4,381.45,0.0
423,500174,37,1,208.62,0.0
424,500175,139,1,191.45,0.0
425,500176,136,4,215.32,0.0
426,500177,12,1,173.21,0.15
427,500177,117,1,91.05,0.0
428,500177,145,2,260.95,0.0
429,500178,5,3,195.12,0.05
430,500178,49,1,63.73,0.1
431,500178,46,3,133.64,0.0
432,500179,111,3,199.72,0.15
433,500179,138,2,189.62,0.0
434,500180,138,2,170.66,0.1
435,500180,76,4,92.47,0.0
436,500180,128,1,288.84,0.1
437,500180,89,2,383.21,0.0
438,500181,27,2,128.15,0.0
439,500181,17,3,270.89,0.0
440,500181,25,4,351.7,0.0
441,500181,111,1,211.46,0.1
442,500182,99,3,95.95,0.0
443,500182,107,3,263.95,0.0
444,500183,141,2,168.67,0.2
445,500183,77,4,266.33,0.0
446,500183,84,4,144.14,0.0
447,500184,79,4,149.58,0.0
448,500184,98,2,367.64,0.1
449,500184,105,4,184.31,0.0
450,500184,29,4,313.74,0.0
451,500185,57,4,133.51,0.0
452,500185,90,3,204.48,0.0
453,500185,16,1,306.4,0.2
454,500186,116,1,237.31,0.0
455,500186,71,2,224.92,0.0
456,500187,144,3,199.69,0.0
457,500187,48,4,324.25,0.0
458,500187,145,1,260.95,0.0
459,500188,120,3,362.43,0.0
460,500188,50,4,93.68,0.0
461,500189,81,2,126.6,0.0
462,500190,145,4,260.95,0.0
463,500191,35,3,309.83,0.0
464,500191,76,3,92.47,0.0
465,500191,99,2,95.95,0.0
466,500192,19,2,317.63,0.15
467,500192,58,4,204.08,0.0
468,500192,76,1,87.85,0.05
469,500192,125,2,171.95,0.0
470,500193,110,1,302.34,0.0
471,500193,3,4,211.68,0.15
472,500194,6,2,186.6,0.0
473,500194,100,4,274.5,0.0
474,500194,91,3,137.41,0.1
475,500195,122,1,172.29,0.05
476,500195,70,4,263.13,0.0
477,500196,143,3,149.24,0.0
478,500196,61,1,197.01,0.0
479,500197,144,2,199.69,0.0
480,500197,24,1,183.38,0.1
481,500197,107,2,250.75,0.05
482,500197,101,3,128.94,0.0
483,500198,66,1,236.55,0.0
484,500198,13,3,261.62,0.0
485,500198,27,1,128.15,0.0
486,500199,41,3,183.07,0.05
487,500199,85,1,296.51,0.0
488,500199,107,1,263.95,0.0
489,500199,24,2,203.76,0.0
490,500200,129,2,208.23,0.0
491,500200,50,1,93.68,0.0
492,500200,145,2,260.95,0.0
493,500201,123,3,277.7,0.0
494,500202,138,3,189.62,0.0
495,500202,30,1,178.78,0.0
496,500202,78,3,332.92 ,0.0
497,500203,107,1,263.95,0.0
498,500204,123,3,277.7,0.0
499,500204,84,4,144.14,0.0
500,500204,57,3,133.51,0.0
501,500204,33,1,366.73,0.0
502,500205,77,4,266.33,0.0
503,500205,1,4,249.34,0.15
504,500205,136,1,215.32,0.0
505,500206,111,2,234.96,0.0
506,500206,34,1,252.94,0.15
507,500206,118,2,70.04,0.1
508,500206,59,1,263.22,0.0
509,500207,87,2,338.3,0.0
510,500207,64,1,153.24,0.2
511,500207,137,4,356.8,0.1
512,500207,126,3,227.79,0.2
513,500208,30,1,178.78,0.0
514,500209,117,2,91.05,0.0
515,500209,72,1,67.88 ,0.0
516,500210,134,1,126.41,0.0
517,500210,121,1,128.52,0.0
518,500210,44,4,199.85,0.1
519,500211,17,2,270.89,0.0
520,500211,16,1,383.0,0.0
521,500211,39,1,176.08,0.2
522,500211,85,4,252.03,0.15
523,500212,102,2,128.07,0.0
524,500212,82,3,133.19,0.2
525,500212,56,2,230.05,0.0
526,500212,23,3,202.03,0.15
527,500213,129,1,197.82,0.05
528,500213,4,1,233.63,0.1
529,500213,33,1,366.73,0.0
530,500213,83,3,207.86,0.0
531,500214,104,4,66.35,0.0
532,500214,92,4,296.57,0.15
533,500215,67,2,293.83,0.1
534,500216,54,3,303.64,0.1
535,500216,2,3,156.34,0.0
536,500216,68,4,89.89,0.0
537,500216,12,2,203.78,0.0
538,500217,48,3,275.61,0.15
539,500217,3,4,249.04,0.0
540,500217,60,2,347.37,0.0
541,500217,6,2,186.6,0.0
542,500218,99,3,81.56,0.15
543,500218,129,1,208.23,0.0
544,500219,116,3,201.71,0.15
545,500219,40,4,145.23,0.0
546,500219,142,3,286.11,0.0
547,500220,21,2,273.63,0.0
548,500220,148,3,349.28,0.0
549,500220,83,4,207.86,0.0
550,500221,23,1,237.68,0.0
551,500221,16,2,383.0,0.0
552,500221,136,1,215.32,0.0
553,500222,77,4,213.06,0.2
554,500223,135,3,98.28,0.0
555,500223,91,3,152.68,0.0
556,500224,123,3,277.7,0.0
557,500224,80,4,130.51,0.0
558,500225,48,3,291.82,0.1
559,500225,148,4,349.28,0.0
560,500226,126,1,284.74,0.0
561,500226,13,1,261.62,0.0
562,500226,144,3,199.69,0.0
563,500227,75,4,354.33,0.0
564,500227,112,4,195.03,0.05
565,500228,81,3,120.27,0.05
566,500229,50,2,93.68,0.0
567,500230,110,3,302.34,0.0
568,500231,60,1,347.37,0.0
569,500231,94,2,326.06,0.2
570,500231,14,3,266.38,0.0
571,500231,95,1,318.59,0.15
572,500232,8,2,382.38,0.0
573,500232,25,4,334.11,0.05
574,500233,146,1,202.81,0.0
575,500233,44,2,199.85,0.1
576,500233,53,4,278.52,0.0
577,500234,33,3,311.72,0.15
578,500234,32,4,111.89,0.0
579,500234,116,1,237.31,0.0
580,500235,72,4,61.09,0.1
581,500235,130,3,238.61,0.0
582,500235,7,4,308.33,0.1
583,500236,69,4,372.77,0.0
584,500236,20,4,374.93,0.0
585,500237,129,4,197.82,0.05
586,500237,78,2,332.92,0.0
587,500238,118,2,73.93,0.05
588,500238,111,3,234.96,0.0
589,500238,25,3,351.7,0.0
590,500239,117,2,86.5,0.05
591,500239,33,1,366.73,0.0
592,500239,88,3,383.99,0.05
593,500239,64,2,191.55,0.0
594,500240,53,2,264.59,0.05
595,500240,103,2,154.19,0.15
596,500241,147,3,273.12,0.0
597,500242,57,1,120.16,0.1
598,500243,40,4,130.71,0.1
599,500243,37,3,208.62,0.0
600,500243,1,1,293.34,0.0
601,500243,148,3,349.28,0.0
602,500244,124,2,245.95,0.0
603,500244,60,2,347.37,0.0
604,500244,141,3,210.84,0.0
605,500245,62,3,388.89,0.0
606,500245,71,2,213.67,0.05
607,500245,60,3,347.37,0.0
608,500245,91,3,152.68,0.0
609,500246,110,2,302.34,0.0
610,500246,79,2,142.1,0.05
611,500247,69,4,372.77,0.0
612,500247,64,4,191.55,0.0
613,500247,124,3,221.35,0.1
614,500247,21,3,273.63,0.0
615,500248,29,1,298.05,0.05
616,500248,43,2,65.32,0.15
617,500249,34,1,282.7,0.05
618,500249,94,1,326.06,0.2
619,500249,107,3,263.95,0.0
620,500250,44,4,222.05,0.0
621,500251,123,4,277.7,0.0
622,500251,112,1,184.76,0.1
623,500251,117,1,86.5,0.05
624,500251,131,4,339.33,0.05
625,500252,10,1,219.49,0.0
626,500252,22,1,322.02,0.05
627,500252,69,4,335.49,0.1
628,500252,113,4,65.61,0.0
629,500253,11,1,116.48,0.0
630,500253,32,3,111.89,0.0
631,500254,56,2,230.05,0.0
632,500255,36,3,192.53,0.1
633,500255,114,4,219.39,0.0
634,500255,38,2,153.04,0.2
635,500256,38,1,172.17,0.1
636,500256,118,3,77.82,0.0
637,500257,76,1,92.47,0.0
638,500257,146,3,182.53,0.1
639,500257,19,2,373.68,0.0
640,500257,3,1,249.04,0.0
641,500258,52,2,304.27,0.0
642,500259,46,4,133.64,0.0
643,500260,139,1,191.45,0.0
644,500260,126,2,284.74,0.0
645,500261,89,2,383.21,0.0
646,500261,12,3,173.21,0.15
647,500261,51,4,288.71,0.0
648,500262,20,1,356.18,0.05
649,500262,83,4,207.86,0.0
650,500262,148,2,349.28,0.0
651,500263,67,2,326.48,0.0
652,500263,66,3,236.55,0.0
653,500263,31,4,54.8,0.0
654,500264,19,3,373.68,0.0
655,500265,16,2,383.0,0.0
656,500265,42,2,416.14,0.0
657,500265,12,1,203.78,0.0
658,500265,33,4,330.06,0.1
659,500266,43,4,73.01,0.05
660,500266,139,1,191.45,0.0
661,500266,94,2,346.44,0.15
662,500266,86,4,189.18,0.15
663,500267,95,2,337.33,0.1
664,500267,12,1,203.78,0.0
665,500267,94,4,346.44,0.15
666,500267,9,1,316.25,0.0
667,500268,113,4,62.33,0.05
668,500268,84,1,115.31,0.2
669,500268,86,1,222.56,0.0
670,500268,76,1,92.47,0.0
671,500269,99,2,95.95,0.0
672,500269,34,4,297.58,0.0
673,500269,54,2,286.77,0.15
674,500269,133,3,145.62,0.0
675,500270,109,1,168.06,0.0
676,500271,104,3,66.35,0.0
677,500271,54,1,337.38,0.0
678,500271,132,1,415.23,0.0
679,500271,22,4,338.97,0.0
680,500272,41,2,192.71,0.0
681,500272,127,2,64.41,0.05
682,500273,22,3,338.97,0.0
683,500273,15,4,54.28,0.0
684,500273,77,4,266.33,0.0
685,500274,31,4,54.8,0.0
686,500274,134,1,107.45,0.15
687,500274,75,2,354.33,0.0
688,500274,81,4,126.6,0.0
689,500275,149,2,168.24,0.05
690,500276,73,2,318.66,0.15
691,500276,89,2,383.21,0.0
692,500276,55,4,160.56,0.0
693,500276,81,4,$126.60,0.0
694,500277,78,4,332.92,0.0
695,500277,24,2,203.76,0.0
696,500278,38,1,172.17,0.1
697,500278,60,3,347.37,0.0
698,500278,133,1,145.62,0.0
699,500278,128,2,256.74,0.2
700,500279,9,2,316.25,0.0
701,500279,91,4,152.68,0.0
702,500279,128,1,320.93,0.0
703,500280,35,4,309.83,0.0
704,500280,102,1,115.26,0.1
705,500280,79,1,142.1,0.05
706,500281,74,3,222.23,0.0
707,500281,14,4,239.74,0.1
708,500281,137,1,396.44,0.0
709,500281,80,2,130.51,0.0
710,500282,34,1,297.58,0.0
711,500283,116,1,237.31,0.0
712,500283,91,4,152.68,0.0
713,500283,127,4,67.8,0.0
714,500284,17,4,270.89,0.0
715,500284,84,4,144.14,0.0
716,500285,37,3,208.62,0.0
717,500285,87,3,338.3,0.0
718,500286,78,4,282.98,0.15
719,500286,24,1,203.76,0.0
720,500287,105,4,147.45,0.2
721,500288,103,2,154.19,0.15
722,500288,105,2,147.45,0.2
723,500289,3,4,249.04,0.0
724,500289,52,4,273.84,0.1
725,500290,55,3,144.5,0.1
726,500290,3,4,236.59,0.05
727,500291,144,3,199.69,0.0
728,500291,136,3,215.32,0.0
729,500291,3,3,236.59,0.05
730,500291,69,3,372.77,0.0
731,500292,142,1,271.8,0.05
732,500292,86,2,222.56,0.0
733,500292,65,3,168.26,0.2
734,500292,62,4,388.89,0.0
735,500293,19,4,317.63,0.15
736,500294,101,3,128.94,0.0
737,500295,88,4,404.2,0.0
738,500295,65,2,210.32,0.0
739,500296,83,1,207.86,0.0
740,500296,41,1,192.71,0.0
741,500296,81,1,126.6,0.0
742,500296,19,4,373.68,0.0
743,500297,133,1,123.78,0.15
744,500297,55,3,144.5,0.1
745,500297,82,2,166.49,0.0
746,500298,47,4,230.62,0.1
747,500298,143,1,149.24,0.0
748,500299,122,3,181.36,0.0
749,500300,69,4,335.49,0.1
750,500300,40,1,130.71,0.1
751,500300,41,3,192.71,0.0
752,500300,36,2,213.92,0.0
753,500301,45,3,321.58,0.0
754,500301,99,1,95.95,0.0
755,500302,23,1,237.68,0.0
756,500302,142,2,257.5,0.1
757,500303,78,2,332.92,0.0
758,500304,36,4,203.22,0.05
759,500305,95,2,337.33,0.1
760,500306,101,4,128.94,0.0
761,500306,97,3,179.81,0.0
762,500306,11,2,116.48,0.0
763,500307,146,1,202.81,0.0
764,500307,89,1,383.21,0.0
765,500307,106,2,263.64,0.0
766,500308,18,4,54.81,0.05
767,500308,10,4,219.49,0.0
768,500309,61,4,197.01,0.0
769,500309,16,1,383.0,0.0
770,500309,26,1,224.4,0.0
771,500309,115,2,189.94,0.1
772,500310,124,4,245.95,0.0
773,500311,136,2,215.32,0.0
774,500311,16,2,383.0,0.0
775,500311,37,2,208.62,0.0
776,500312,122,3,181.36,0.0
777,500313,40,3,145.23,0.0
778,500314,75,2,354.33,0.0
779,500314,95,1,318.59,0.15
780,500315,35,1,309.83,0.0
781,500315,54,3,269.9,0.2
782,500316,141,4,210.84,0.0
783,500316,96,1,203.09,0.15
784,500316,86,2,222.56,0.0
785,500317,93,2,159.97,0.1
786,500317,24,4,173.2,0.15
787,500317,83,2,187.07,0.1
788,500318,116,4,237.31,0.0
789,500318,29,4,298.05,0.05
790,500318,143,3,126.85,0.15
791,500318,34,4,297.58,0.0
792,500319,131,4,321.47,0.1
793,500319,49,1,70.81,0.0
794,500319,114,3,197.45,0.1
795,500319,42,4,395.33,0.05
796,500320,29,1,313.74,0.0
797,500320,80,2,117.46,0.1
798,500320,16,4,344.7,0.1
799,500320,70,2,236.82,0.1
800,500321,62,4,369.45,0.05
801,500321,145,4,260.95,0.0
802,500321,143,3,134.32,0.1
803,500321,71,4,179.94,0.2
804,500322,24,2,173.2,0.15
805,500322,48,4,324.25,0.0
806,500322,85,3,296.51,0.0
807,500323,70,2,263.13,0.0
808,500323,23,2,237.68,0.0
809,500324,92,1,296.57,0.15
810,500325,135,2,98.28,0.0
811,500325,134,1,126.41,0.0
812,500325,68,3,76.41,0.15
813,500326,46,1,133.64,0.0
814,500326,2,1,156.34,0.0
815,500326,130,4,238.61,0.0
816,500326,21,1,218.9,0.2
817,500327,105,1,184.31,0.0
818,500328,10,1,219.49,0.0
819,500328,6,3,167.94,0.1
