order_id,customer_id,order_timestamp,order_status,sales_channel
500038,100312,2025-01-06 06:18:56,Processing,Mobile
500039,100612,2025-01-06 06:28:16,Completed,Web
500040,100904,2025-01-06 07:32:19,Completed,Web
500041,100862,2025-01-06 08:15:05,Completed,Web
500042,100254,2025-01-06 11:22:39,Shipped,Web
500043,100865,2025-01-06 14:13:17,Completed,Web
500044,100551,2025-01-06 16:17:56,Completed,Web
500045,100140,2025-01-06 22:10:05,Completed,Mobile
500046,100231,2025-01-07 18:16:18,Shipped,Web
500047,100089,2025-01-07 19:03:40,Completed,Web
500048,100985,2025-01-07 19:11:40,Completed,Mobile
500049,100768,2025-01-08 00:59:34,Completed,Mobile
500050,100254,2025-01-08 07:49:48,Processing,Web
500051,100692,2025-01-08 23:10:36,Completed,Phone
500052,100090,2025-01-09 02:08:49,Completed,Web
500053,100741,2025-01-09 03:09:43,Completed,Web
500054,100703,2025-01-09 03:32:15,Completed,Mobile
500055,100852,2025-01-09 03:45:58,Completed,Mobile
500056,100942,2025-01-09 03:55:15,Processing,Web
500057,100957,2025-01-09 06:26:27,Completed,Web
500058,100245,2025-01-09 06:52:04,Completed,Mobile
500059,100943,2025-01-09 08:24:16,Completed,Web
500060,100224,2025-01-09 14:36:34,Shipped,Web
500061,100345,2025-01-09 15:28:42,Completed,Web
500062,100774,2025-01-09 21:03:45,Completed,Web
500063,100292,2025-01-09 22:04:21,Completed,Web
500064,100545,2025-01-10 10:35:33,Completed,Mobile
500065,100651,2025-01-10 10:54:15,Completed,Mobile
500066,100740,2025-01-10 11:32:20,Completed,Web
500067,100909,2025-01-10 14:40:19,Completed,Web
500068,100219,2025-01-10 19:01:09,Completed,Web
500069,100265,2025-01-10 23:58:39,Completed,Web
500070,100799,2025-01-11 06:22:32,Completed,Web
500071,100380,2025-01-11 07:03:12,Completed,Mobile
500072,100564,2025-01-11 15:46:42,Completed,Web
500073,100825,2025-01-11 16:51:13,Completed,Web
500074,100101,2025-01-11 20:30:09,Completed,Web
500075,100418,2025-01-11 22:42:16,Shipped,Web
500076,100852,2025-01-11 23:49:00,Completed,Web
500077,100115,2025-01-12 04:45:13,Completed,Phone
500078,100548,2025-01-12 07:58:47,Completed,Mobile
500079,100107,2025-01-13 01:13:14,Completed,Mobile
500080,100162,2025-01-13 01:25:16,Processing,Web
500081,100809,2025-01-13 06:44:38,Completed,Web
500082,100675,2025-01-13 09:46:27,Shipped,Mobile
500083,100905,2025-01-13 10:04:18,Processing,Web
500084,100879,2025-01-13 13:40:12,Shipped,Web
500085,100775,2025-01-13 13:51:25,Completed,Web
500086,100776,2025-01-13 18:12:42,Completed,Web
500087,100312,2025-01-14 02:10:37,Completed,Web
500088,100628,2025-01-14 03:27:49,Completed,Web
500089,100947,2025-01-14 04:49:49,Completed,Mobile
500090,100104,2025-01-14 06:13:44,Cancelled,Web
500091,100410,2025-01-14 06:23:20,Completed,Web
500092,100143,2025-01-14 13:16:52,Completed,Web
500093,100632,2025-01-14 16:54:21,Completed,Web
500094,100158,2025-01-14 19:19:13,Completed,Web
500095,100994,2025-01-14 21:24:38,Completed,Web
500096,100020,2025-01-14 21:28:00,Completed,Web
500097,100873,2025-01-14 22:05:40,Completed,Web
500098,100920,2025-01-14 23:58:36,Completed,Mobile
500099,100322,2025-01-15 04:13:03,Completed,Web
500100,100625,2025-01-15 06:32:17,Completed,Web
500101,100157,2025-01-15 07:41:52,Completed,Web
500102,100359,2025-01-15 09:51:39,Completed,Web
500103,100943,2025-01-15 10:01:56,Completed,Web
500104,100722,2025-01-15 12:00:07,Completed,Web
500105,100434,2025-01-15 13:01:05,Completed,Web
500106,100761,2025-01-15 14:42:31,Processing,Web
500107,100967,2025-01-15 19:44:23,Completed,Web
500108,100411,2025-01-15 23:17:34,Completed,Web
500109,100228,2025-01-16 02:29:34,Shipped,Mobile
500110,100947,2025-01-16 02:56:21,Completed,Mobile
500111,100517,2025-01-16 07:38:52,Completed,Web
500112,100080,2025-01-16 13:42:43,Completed,Web
500113,100892,2025-01-16 13:47:47,Cancelled,Web
500114,100709,2025-01-16 15:31:35,Cancelled,Web
500115,100054,2025-01-16 17:48:41,Shipped,Web
500116,100242,2025-01-16 21:07:14,Completed,Web
500117,100673,2025-01-16 23:09:51,Completed,Phone
500118,100760,2025-01-17 06:56:14,Completed,Web
500119,100412,2025-01-17 12:02:16,Completed,Web
500120,100266,2025-01-17 13:38:08,Completed,Web
500121,100652,2025-01-17 15:56:49,Shipped,Mobile
500122,100395,2025-01-17 18:00:49,Processing,Web
500123,100072,2025-01-18 05:33:23,Completed,Web
500124,100687,2025-01-18 09:18:43,Completed,Web
500125,100592,2025-01-18 20:29:26,Completed,Phone
500126,100795,2025-01-19 02:00:32,Completed,Web
500127,100147,2025-01-19 10:14:29,Completed,Web
500128,100819,2025-01-19 11:56:08,Shipped,Web
500129,100618,2025-01-19 20:32:39,Completed,Web
500130,100049,2025-01-19 20:42:26,Completed,Mobile
500131,100331,2025-01-20 04:03:44,Completed,Web
500132,100583,2025-01-20 07:00:26,Completed,Web
500133,100311,2025-01-20 15:17:47,Completed,Web
500134,100627,2025-01-20 22:39:41,Completed,Web
500135,100381,2025-01-20 23:05:35,Completed,Mobile
500136,100719,2025-01-21 04:19:42,Completed,Mobile
500137,100821,2025-01-21 06:16:29,Completed,Web
500138,100881,2025-01-21 07:50:16,Completed,Mobile
500139,100968,2025-01-21 08:50:15,Cancelled,Mobile
500140,100668,2025-01-21 11:22:01,Completed,Mobile
500141,100052,2025-01-21 12:29:21,Completed,Web
500142,100136,2025-01-21 12:33:36,Cancelled,Web
500143,100049,2025-01-21 13:25:35,Completed,Web
500144,100840,2025-01-21 14:26:26,Completed,Phone
500145,100572,2025-01-21 15:27:18,Completed,Web
500146,100140,2025-01-21 21:50:39,Processing,Web
500147,100226,2025-01-22 00:55:13,Shipped,Web
500148,100389,2025-01-22 07:54:16,Cancelled,Web
500149,100557,2025-01-22 07:55:43,Completed,Mobile
500150,100285,2025-01-22 15:06:12,Completed,Mobile
500151,100561,2025-01-22 15:32:24,Completed,Phone
500152,100499,2025-01-22 21:49:49,Shipped,Web
500153,100185,2025-01-23 00:12:30,Completed,Web
500154,100107,2025-01-23 00:47:03,Completed,Web
500155,100596,2025-01-23 03:04:22,Completed,Mobile
500156,100024,2025-01-23 03:39:22,Completed,Mobile
500157,100311,2025-01-23 09:30:17,Completed,Phone
500158,100954,2025-01-23 12:26:48,Completed,Mobile
500159,100740,2025-01-23 13:46:14,Completed,Web
500160,100174,2025-01-23 17:02:41,Processing,Phone
500161,100722,2025-01-23 23:48:34,Completed,Web
500162,100878,2025-01-24 03:45:48,Shipped,Mobile
500163,100187,2025-01-24 04:20:40,Completed,Mobile
500164,100501,2025-01-24 04:36:58,Shipped,Web
500165,100753,2025-01-24 04:47:02,Shipped,Web
500166,100001,2025-01-24 06:25:13,Processing,Web
500167,101000,2025-01-24 06:36:38,Cancelled,Phone
500168,100579,2025-01-24 07:08:28,Completed,Web
500169,100675,2025-01-24 11:41:03,Completed,Phone
500170,100202,2025-01-24 13:59:27,Completed,Web
500171,100199,2025-01-24 17:23:09,Cancelled,Web
500172,100198,2025-01-24 21:56:49,Shipped,Web
500173,100530,2025-01-24 22:34:06,Shipped,Web
500174,100151,2025-01-24 23:47:55,Completed,Mobile
500175,100579,2025-01-25 00:13:48,Processing,Web
500176,100734,2025-01-25 01:06:45,Cancelled,Web
500177,100522,2025-01-25 01:12:44,Completed,Mobile
500178,100202,2025-01-25 07:28:36,Completed,Mobile
500179,100056,2025-01-25 08:47:31,Completed,Web
500180,100272,2025-01-25 09:32:39,Processing,Web
500181,100969,2025-01-25 11:49:22,Completed,Mobile
500182,100887,2025-01-25 12:04:17,Completed,Web
500183,100478,2025-01-25 12:16:59,Completed,Mobile
500184,100289,2025-01-25 19:12:51,Completed,Mobile
500185,100838,2025-01-26 04:30:54,Completed,Mobile
500186,100229,2025-01-26 04:54:02,Completed,Mobile
500187,100245,2025-01-26 04:54:48,Completed,Web
500188,100346,2025-01-26 23:39:43,Completed,Web
500189,100118,2025-01-27 00:58:21,Completed,Phone
500190,100270,2025-01-27 06:00:53,Completed,Web
500191,100496,2025-01-27 09:06:44,Completed,Mobile
500192,100454,2025-01-27 14:15:24,Completed,Mobile
500193,100860,2025-01-27 21:00:22,Completed,Mobile
500194,100804,2025-01-27 21:39:19,Completed,Web
500195,100942,2025-01-27 23:31:36,Completed,Mobile
500196,100411,2025-01-28 00:17:43,Completed,Web
500197,100061,2025-01-28 03:24:11,Completed,Web
500198,100972,2025-01-28 05:24:54,Completed,Web
500199,100758,2025-01-28 10:00:57,Cancelled,Mobile
500200,100816,2025-01-28 10:53:02,Completed,Web
500201,100223,2025-01-28 12:47:40,Cancelled,Phone
500202,100477,2025-01-28 13:40:15,Completed,Web
500203,100427,2025-01-28 13:54:55,Completed,Web
500204,100842,2025-01-28 16:14:09,Completed,Mobile
500205,100028,2025-01-28 18:14:25,Shipped,Web
500206,100962,2025-01-28 23:00:54,Completed,Web
500207,100773,2025-01-28 23:07:25,Shipped,Web
500208,100553,2025-01-29 09:57:52,Completed,Mobile
500209,100639,2025-01-29 13:14:44,Completed,Phone
500210,100105,2025-01-29 13:41:39,Completed,Mobile
500211,100665,2025-01-29 13:41:43,Completed,Mobile
500212,100672,2025-01-29 15:48:17,Processing,Web
500213,100285,2025-01-29 22:42:06,Completed,Web
500214,100808,2025-01-30 00:23:32,Completed,Web
500215,100376,2025-01-30 03:43:17,Completed,Web
500216,100221,2025-01-30 04:26:56,Completed,Web
500217,100118,2025-01-30 05:07:58,Completed,Web
500218,100797,2025-01-30 07:23:12,Completed,Mobile
500219,100865,2025-01-30 08:19:06,Shipped,Web
500220,100733,2025-01-30 11:17:18,Completed,Mobile
500221,100264,2025-01-30 12:33:09,Completed,Mobile
500222,100502,2025-01-30 20:26:43,Completed,Web
500223,100013,2025-01-31 01:12:52,Cancelled,Web
500224,100823,2025-01-31 02:25:23,Completed,Web
500225,100989,2025-01-31 03:57:13,Completed,Web
500226,100438,2025-01-31 18:42:58,Completed,Phone
500227,100319,2025-01-31 22:20:23,Completed,Web
500228,100641,2025-02-01 00:14:12,Shipped,Web
500229,100299,2025-02-01 02:51:00,Completed,Phone
500230,100106,2025-02-01 09:29:21,Shipped,Web
500231,100391,2025-02-01 10:44:53,Shipped,Web
500232,100799,2025-02-01 10:54:38,Shipped,Web
500233,100601,2025-02-01 12:19:31,Completed,Web
500234,100098,2025-02-01 17:26:05,Completed,Phone
500235,100945,2025-02-01 20:20:19,Completed,Web
500236,100386,2025-02-01 22:08:36,Completed,Mobile
500237,100575,2025-02-02 07:07:03,Completed,Web
500238,100955,2025-02-02 08:22:29,Completed,Web
500239,100831,2025-02-02 10:47:38,Shipped,Web
500240,100004,2025-02-02 17:41:38,Shipped,Phone
500241,100500,2025-02-02 18:22:36,Completed,Web
500242,100619,2025-02-02 18:47:26,Completed,Web
500243,100775,2025-02-02 21:27:06,Completed,Web
500244,100536,2025-02-03 04:28:06,Completed,Mobile
500245,100387,2025-02-03 04:32:58,Shipped,Web
500246,100231,2025-02-03 05:39:53,Completed,Web
500247,100538,2025-02-03 09:28:43,Processing,Web
500248,100060,2025-02-03 10:14:54,Completed,Web
500249,100193,2025-02-03 13:27:29,Shipped,Mobile
500250,100161,2025-02-03 18:58:54,Completed,Web
500251,100718,2025-02-03 19:02:15,Completed,Web
500252,100627,2025-02-03 19:04:54,Completed,Web
500253,100217,2025-02-04 00:16:10,Cancelled,Mobile
500254,100411,2025-02-04 07:03:19,Completed,Web
500255,100644,2025-02-04 14:13:14,Cancelled,Mobile
500256,100326,2025-02-04 15:26:19,Shipped,Mobile
500257,100586,2025-02-04 22:50:46,Completed,Web
500258,100128,2025-02-04 23:44:33,Completed,Mobile
500259,100719,2025-02-05 01:10:32,Completed,Web
500260,100354,2025-02-05 03:22:11,Completed,Web
500261,100479,2025-02-05 06:08:34,Completed,Mobile
500262,100491,2025-02-05 13:13:46,Completed,Mobile
500263,100329,2025-02-05 16:20:54,Completed,Web
500264,100237,2025-02-05 20:14:52,Completed,Mobile
500265,100993,2025-02-05 22:59:49,Completed,Mobile
500266,100602,2025-02-05 23:35:08,Completed,Web
500267,100879,2025-02-05 23:38:54,Processing,Phone
500268,100484,2025-02-06 04:44:05,Completed,Web
500269,100918,2025-02-06 06:34:27,Completed,Web
500270,100463,2025-02-06 10:08:38,Completed,Web
500271,100248,2025-02-06 10:12:25,Cancelled,Web
500272,100047,2025-02-06 12:31:00,Shipped,Web
500273,100958,2025-02-06 14:59:41,Completed,Web
500274,100944,2025-02-06 21:29:18,Completed,Web
500275,100848,2025-02-07 01:07:46,Completed,Web
500276,100790,2025-02-07 04:09:14,Completed,Web
500277,100605,2025-02-07 08:39:19,Processing,Mobile
500278,100338,2025-02-07 08:55:40,Processing,Web
500279,100765,2025-02-07 12:22:15,Shipped,Web
500280,100937,2025-02-07 14:00:08,Completed,Mobile
500281,100324,2025-02-07 16:53:52,Completed,Phone
500282,100138,2025-02-07 22:53:55,Completed,Web
500283,100461,2025-02-08 01:56:10,Completed,Web
500284,100076,2025-02-08 02:40:42,Completed,Mobile
500285,100402,2025-02-08 05:58:07,Completed,Mobile
500286,100101,2025-02-08 07:49:39,Completed,Web
500287,100840,2025-02-08 15:32:21,Completed,Mobile
500288,100386,2025-02-08 16:38:04,Completed,Web
500289,100768,2025-02-08 20:56:41,Completed,Web
500290,100811,2025-02-08 21:48:15,Completed,Web
500291,100047,2025-02-09 00:03:15,Completed,Web
500292,100473,2025-02-09 05:18:36,Completed,Phone
500293,100509,2025-02-09 16:02:51,Shipped,Mobile
500294,100771,2025-02-09 17:03:48,Completed,Web
500295,100570,2025-02-09 17:49:19,Completed,Mobile
500296,100453,2025-02-09 23:48:16,Shipped,Web
500297,100059,2025-02-10 02:17:47,Completed,Phone
500298,100758,2025-02-10 16:16:43,Completed,Web
500299,100373,2025-02-10 17:19:35,Completed,Web
500300,100431,2025-02-10 23:24:08,Completed,Web
500301,100351,2025-02-11 01:00:34,Cancelled,Web
500302,100070,2025-02-11 08:15:13,Completed,Web
500303,100388,2025-02-11 12:05:42,Completed,Mobile
500304,100866,2025-02-11 12:17:03,Completed,Web
500305,100042,2025-02-11 13:23:47,Completed,Web
500306,100687,2025-02-11 14:43:53,Completed,Mobile
500307,100382,2025-02-12 00:14:48,Completed,Web
500308,100984,2025-02-12 09:12:21,Completed,Web
500309,100589,2025-02-12 09:29:08,Shipped,Mobile
500310,100934,2025-02-12 22:09:59,Shipped,Web
500311,100939,2025-02-13 04:44:08,Completed,Web
500312,100830,2025-02-13 06:57:56,Shipped,Phone
500313,100660,2025-02-13 11:04:01,Completed,Web
500314,100074,2025-02-13 14:42:02,Shipped,Phone
500315,100222,2025-02-13 15:36:10,Cancelled,Phone
500316,100968,2025-02-13 18:58:15,Processing,Phone
500317,100788,2025-02-13 20:03:32,Completed,Web
500318,100386,2025-02-13 22:49:49,Completed,Web
500319,100803,2025-02-14 02:24:46,Completed,Web
500320,100658,2025-02-14 02:27:35,Completed,Web
500321,100436,2025-02-14 04:17:54,Completed,Web
500322,100839,2025-02-14 07:48:47,Completed,Web
500323,100187,2025-02-14 10:38:26,Shipped,Web
500324,100671,2025-02-14 15:58:12,Completed,Mobile
500325,100227,2025-02-14 18:23:02,Completed,Web
500326,100970,2025-02-14 21:16:23,Completed,Web
500327,100249,2025-02-14 21:42:58,Completed,Web
500328,100117,2025-02-14 21:47:17,Processing,Mobile
500329,100624,2025-02-15 01:38:07,Shipped,Web
500330,100919,2025-02-15 07:12:13,Completed,Web
500331,100665,2025-02-15 08:26:36,Completed,Web
500332,100487,2025-02-15 14:11:25,Processing,Mobile
500333,100211,2025-02-15 16:52:55,Completed,Web
500334,100526,2025-02-15 17:55:58,Completed,Mobile
500335,100763,2025-02-15 18:44:00,Processing,Web
500336,100485,2025-02-15 21:22:31,Completed,Web
500337,100481,2025-02-15 23:32:19,Completed,Web
500338,100782,2025-02-16 01:59:55,Shipped,Web
500339,100230,2025-02-16 02:11:51,Completed,Web
500340,100867,2025-02-16 04:09:22,Processing,Web
500341,100999,2025-02-16 05:12:37,Completed,Web
500342,100180,2025-02-16 13:54:54,Completed,Mobile
500343,100900,2025-02-16 16:34:27,Shipped,Web
500344,100656,2025-02-16 18:09:16,Completed,Web
500345,100060,2025-02-16 21:49:06,Completed,Web
500346,100252,2025-02-17 00:26:09,Completed,Web
500347,100475,2025-02-17 08:28:50,Completed,Web
500348,100728,2025-02-17 17:05:55,Completed,Web
500349,100751,2025-02-17 19:19:22,Completed,Web
500350,100309,2025-02-17 20:57:38,Completed,Mobile
500351,100412,2025-02-18 01:35:56,Processing,Mobile
500352,100219,2025-02-18 05:50:17,Completed,Web
500353,100417,2025-02-18 07:13:07,Completed,Mobile
500354,100956,2025-02-18 08:35:08,Completed,Web
500355,100860,2025-02-18 09:55:52,Completed,Web
500356,100953,2025-02-18 11:54:03,Completed,Web
500357,100316,2025-02-18 14:21:34,Completed,Web
500358,100664,2025-02-19 02:03:33,Completed,Web
500359,100984,2025-02-19 02:57:55,Completed,Web
500360,100593,2025-02-19 10:15:02,Completed,Web
500361,100374,2025-02-19 16:00:28,Completed,Web
500362,100058,2025-02-19 16:20:13,Shipped,Web
500363,100093,2025-02-20 00:10:59,Completed,Mobile
500364,100402,2025-02-20 02:39:18,Completed,Web
500365,100253,2025-02-20 07:49:49,Processing,Web
500366,100698,2025-02-21 05:18:27,Completed,Mobile
500367,100813,2025-02-21 07:06:48,Shipped,Web
500368,100179,2025-02-21 07:29:35,Completed,Mobile
500369,100328,2025-02-21 08:14:47,Shipped,Mobile
500370,100304,2025-02-21 08:25:29,Processing,Mobile
500371,100368,2025-02-21 13:37:22,Completed,Web
500372,100425,2025-02-21 16:57:57,Completed,Mobile
500373,100663,2025-02-21 20:30:17,Completed,Phone
500374,100219,2025-02-21 20:30:33,Completed,Mobile
500375,100621,2025-02-21 21:41:21,Completed,Web
500376,100359,2025-02-21 23:53:12,Completed,Web
500377,100338,2025-02-22 00:33:39,Completed,Web
500378,100574,2025-02-22 01:26:07,Completed,Web
500379,100206,2025-02-22 06:15:14,Completed,Mobile
500380,100256,2025-02-22 08:34:29,Completed,Web
500381,100731,2025-02-22 09:53:26,Shipped,Web
500382,100930,2025-02-22 12:30:58,Shipped,Web
500383,100549,2025-02-22 17:33:59,Completed,Web
500384,100533,2025-02-22 18:10:06,Completed,Web
500385,100635,2025-02-23 10:32:57,Completed,Web
500386,100255,2025-02-23 15:07:51,Completed,Web
500387,100107,2025-02-23 22:12:17,Completed,Phone
500388,100405,2025-02-23 22:53:55,Completed,Web
500389,100351,2025-02-23 23:34:43,Completed,Web
500390,100016,2025-02-24 03:39:33,Completed,Mobile
500391,100966,2025-02-24 05:02:32,Completed,Web
500392,100142,2025-02-24 06:32:56,Completed,Mobile
500393,100874,2025-02-24 16:38:26,Completed,Web
500394,100303,2025-02-24 18:04:15,Completed,Mobile
500395,100188,2025-02-25 03:17:13,Completed,Phone
500396,100523,2025-02-25 03:58:12,Completed,Phone
500397,100411,2025-02-25 17:03:16,Completed,Phone
500398,100241,2025-02-25 17:17:33,Shipped,Mobile
500399,100194,2025-02-25 17:50:01,Completed,Web
500400,100551,2025-02-26 05:54:32,Completed,Web
500401,100193,2025-02-26 06:02:49,Shipped,Web
500402,100121,2025-02-26 10:56:56,Completed,Web
500403,100576,2025-02-26 12:54:37,Completed,Mobile
500404,100064,2025-02-26 13:47:08,Cancelled,Web
500405,100027,2025-02-27 05:41:25,Completed,Web
500406,100008,2025-02-27 13:02:55,Completed,Phone
500407,100159,2025-02-27 19:10:52,Completed,Web
500408,100365,2025-02-28 03:19:24,Completed,Mobile
500409,100034,2025-02-28 03:58:59,Completed,Phone
500410,100702,2025-02-28 04:19:42,Completed,Mobile
500411,100212,2025-02-28 11:17:37,Completed,Web
500412,100411,2025-02-28 15:01:59,Completed,Mobile
500413,100015,2025-02-28 17:09:11,Completed,Web
500414,100748,2025-02-28 17:11:22,Completed,Web
500415,100802,2025-02-28 20:48:55,Shipped,Web
500416,100867,2025-02-28 22:54:32,Completed,Phone
500417,100126,2025-02-28 23:24:05,Completed,Mobile
500418,100878,2025-03-01 11:34:17,Completed,Mobile
500419,100205,2025-03-01 15:54:50,Completed,Mobile
500420,100451,2025-03-01 18:04:02,Completed,Mobile
500421,100661,2025-03-01 18:33:21,Processing,Web
500422,100285,2025-03-01 19:09:12,Processing,Mobile
500423,100267,2025-03-01 20:15:33,Completed,Web
500424,100255,2025-03-01 21:22:53,Completed,Web
500425,100274,2025-03-01 23:42:42,Completed,Web
500426,100812,2025-03-02 04:27:59,Completed,Web
500427,100189,2025-03-02 04:52:34,Shipped,Mobile
500428,100716,2025-03-02 06:42:44,Cancelled,Mobile
500429,100392,2025-03-02 07:33:21,Processing,Web
500430,100797,2025-03-02 20:36:42,Cancelled,Web
500431,100019,2025-03-02 20:52:02,Completed,Web
500432,100163,2025-03-02 21:49:32,Completed,Mobile
500433,100133,2025-03-03 01:07:20,Shipped,Web
500434,100381,2025-03-03 03:12:39,Completed,Web
500435,100956,2025-03-03 04:59:45,Completed,Web
500436,100996,2025-03-03 09:44:48,Processing,Web
500437,100246,2025-03-03 18:31:55,Shipped,Web
500438,100982,2025-03-03 21:42:23,Completed,Mobile
500439,100541,2025-03-03 23:35:05,Completed,Web
500440,100348,2025-03-04 01:01:38,Completed,Web
500441,100926,2025-03-04 09:39:57,Shipped,Web
500442,100128,2025-03-04 10:26:23,Completed,Web
500443,100192,2025-03-04 13:52:00,Shipped,Phone
500444,100228,2025-03-04 16:15:41,Completed,Web
500445,100855,2025-03-04 16:52:41,Completed,Mobile
500446,100092,2025-03-04 19:04:42,Completed,Web
500447,100452,2025-03-04 19:29:09,Completed,Mobile
500448,100121,2025-03-04 20:37:31,Completed,Mobile
500449,100087,2025-03-04 21:29:48,Shipped,Mobile
500450,100082,2025-03-04 21:55:45,Completed,Web
500451,100452,2025-03-05 03:47:24,Processing,Web
500452,100994,2025-03-05 10:54:15,Completed,Web
500453,100503,2025-03-05 14:53:11,Completed,Mobile
500454,100843,2025-03-05 19:11:06,Completed,Web
500455,100069,2025-03-05 19:16:01,Completed,Web
500456,100659,2025-03-05 23:24:58,Completed,Web
500457,100398,2025-03-06 15:13:31,Completed,Mobile
500458,100281,2025-03-06 16:55:40,Completed,Web
500459,100962,2025-03-06 16:56:49,Completed,Mobile
500460,100343,2025-03-06 19:20:35,Completed,Web
500461,100143,2025-03-06 20:02:31,Completed,Mobile
500462,100093,2025-03-07 06:08:34,Completed,Mobile
500463,100868,2025-03-07 13:14:37,Processing,Web
500464,100817,2025-03-07 14:16:34,Completed,Web
500465,100212,2025-03-07 18:00:49,Shipped,Web
500466,100242,2025-03-07 23:11:18,Shipped,Mobile
500467,100291,2025-03-08 04:01:59,Completed,Web
500468,100589,2025-03-08 06:59:13,Shipped,Mobile
500469,100073,2025-03-08 08:19:36,Completed,Web
500470,100898,2025-03-08 16:18:40,Completed,Web
500471,100009,2025-03-08 19:39:03,Shipped,Web
500472,100526,2025-03-09 04:14:58,Completed,Mobile
500473,100756,2025-03-09 06:50:59,Completed,Web
500474,100013,2025-03-09 15:01:18,Completed,Mobile
500475,100327,2025-03-09 18:11:01,Completed,Web
500476,100022,2025-03-09 21:31:10,Completed,Web
500477,100518,2025-03-10 02:40:04,Completed,Mobile
500478,100289,2025-03-10 03:18:04,Completed,Web
500479,100847,2025-03-10 03:22:03,Completed,Web
500480,100139,2025-03-10 16:27:57,Completed,Web
500481,100479,2025-03-10 17:48:36,Completed,Phone
500482,100737,2025-03-10 18:51:06,Completed,Web
500483,100059,2025-03-10 19:57:02,Completed,Web
500484,100209,2025-03-10 23:16:45,Completed,Web
500485,100698,2025-03-11 05:31:17,Completed,Mobile
500486,100445,2025-03-11 05:34:35,Processing,Web
500487,100453,2025-03-11 06:58:07,Completed,Web
500488,100332,2025-03-11 08:16:17,Completed,Web
500489,100372,2025-03-11 17:36:55,Completed,Web
500490,100732,2025-03-11 17:50:48,Completed,Web
500491,100571,2025-03-11 17:57:06,Shipped,Web
500492,100281,2025-03-11 18:10:25,Completed,Web
500493,100871,2025-03-12 00:16:04,Completed,Web
500494,100821,2025-03-12 04:52:28,Shipped,Mobile
500495,100623,2025-03-12 07:23:33,Completed,Mobile
500496,100714,2025-03-12 09:23:57,Completed,Mobile
500497,100512,2025-03-12 10:43:38,Completed,Web
500498,100681,2025-03-12 12:08:43,Completed,Web
500499,100569,2025-03-12 14:13:20,Completed,Web
500500,100227,2025-03-12 16:42:12,Cancelled,Mobile
500501,100520,2025-03-12 18:46:35,Completed,Web
500502,100172,2025-03-12 23:46:50,Cancelled,Mobile
500503,100824,2025-03-13 00:44:30,Completed,Phone
500504,100296,2025-03-13 01:22:48,Cancelled,Web
500505,100464,2025-03-13 09:58:27,Shipped,Web
500506,100554,2025-03-13 10:09:11,Completed,Web
500507,100766,2025-03-13 12:59:25,Completed,Web
500508,100520,2025-03-13 13:07:32,Completed,Web
500509,101000,2025-03-13 14:21:38,Shipped,Mobile
500510,100157,2025-03-13 14:30:54,Completed,Web
500511,100167,2025-03-13 17:15:07,Completed,Mobile
500512,100991,2025-03-13 20:41:22,Completed,Phone
500513,100927,2025-03-13 21:35:42,Completed,Web
500514,100533,2025-03-13 22:04:47,Completed,Web
500515,100609,2025-03-14 01:49:17,Completed,Phone
500516,100468,2025-03-14 02:39:02,Processing,Mobile
500517,100536,2025-03-14 07:22:25,Completed,Mobile
500518,100321,2025-03-14 08:24:31,Completed,Mobile
500519,100461,2025-03-14 11:14:57,Completed,Web
